paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Packet Transactions: High-level Programming for Line-Rate Switches,arxiv:1512.05023,"Many algorithms for congestion control, scheduling, network measurement, active queue management, security, and load balancing require custom processing of packets as they traverse the data plane of a network switch. To run at line rate, these data-plane algorithms must be in hardware. With today's switch hardware, algorithms cannot be changed, nor new algorithms installed, after a switch has been built. This paper shows how to program data-plane algorithms in a high-level language and compile those programs into low-level microcode that can run on emerging programmable line-rate switching chi",high,B4,expansion_round_1,queue; schedule; backpressure; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:1512.05023,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
AccuracyTrader: Accuracy-aware Approximate Processing for Low Tail Latency and High Result Accuracy in Cloud Online Services,arxiv:1607.02734,"Modern latency-critical online services such as search engines often process requests by consulting large input data spanning massive parallel components. Hence the tail latency of these components determines the service latency. To trade off result accuracy for tail latency reduction, existing techniques use the components responding before a specified deadline to produce approximate results. However, they may skip a large proportion of components when load gets heavier, thus incurring large accuracy losses. This paper presents AccuracyTrader that produces approximate results with small accur",high,B4,expansion_round_1,tail; schedule,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,arxiv:1607.02734,arxiv:1607.02734,3832496178776136625,,12-variance,,,469,,0.7173288145668759,B4,,,,,,triaged,expansion_round_1,b3/raw-q12-variance.json | b3/registry.json | b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
ExpressPass: End-to-End Credit-based Congestion Control for Datacenters,arxiv:1610.04688,"As link speeds increase in datacenter networks, existing congestion control algorithms become less effective in providing fast convergence. TCP-based algorithms that probe for bandwidth take a long time to reach the fair-share and lead to long flow completion times. An ideal congestion control algorithms for datacenter must provide 1) zero data loss, 2) fast convergence, and 3) low buffer occupancy. However, these requirements present conflicting goals. For fast convergence,flows must ramp up quickly, but this risks packet losses and large queues. Thus, even the state-of-the-art algorithms, su",high,B4,expansion_round_1,queue; backpressure; decomposition; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:1610.04688,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
Homa: A Receiver-Driven Low-Latency Transport Protocol Using Network Priorities (Complete Version),arxiv:1803.09615,"Homa is a new transport protocol for datacenter networks. It provides exceptionally low latency, especially for workloads with a high volume of very short messages, and it also supports large messages and high network utilization. Homa uses in-network priority queues to ensure low latency for short messages; priority allocation is managed dynamically by each receiver and integrated with a receiver-driven flow control mechanism. Homa also uses controlled overcommitment of receiver downlinks to ensure efficient bandwidth utilization at high load. Our implementation of Homa delivers 99th percenti",high,B4,expansion_round_1,queue; schedule; backpressure; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:1803.09615,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
Revisiting Network Support for RDMA,arxiv:1806.08159,"The advent of RoCE (RDMA over Converged Ethernet) has led to a significant increase in the use of RDMA in datacenter networks. To achieve good performance, RoCE requires a lossless network which is in turn achieved by enabling Priority Flow Control (PFC) within the network. However, PFC brings with it a host of problems such as head-of-the-line blocking, congestion spreading, and occasional deadlocks. Rather than seek to fix these issues, we instead ask: is PFC fundamentally required to support RDMA over Ethernet? We show that the need for PFC is an artifact of current RoCE NIC designs rather",high,B4,expansion_round_1,schedule; hol; backpressure; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:1806.08159,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
Towards a distributed and real-time framework for robots: Evaluation of ROS 2.0 communications for real-time robotic applications,arxiv:1809.02595,"In this work we present an experimental setup to show the suitability of ROS 2.0 for real-time robotic applications. We disclose an evaluation of ROS 2.0 communications in a robotic inter-component (hardware) communication case on top of Linux. We benchmark and study the worst case latencies and missed deadlines to characterize ROS 2.0 communications for real-time applications. We demonstrate experimentally how computation and network congestion impacts the communication latencies and ultimately, propose a setup that, under certain conditions, mitigates these delays and obtains bounded traffic",high,B4,primary_assignment,scheduling/deadline policy; backpressure/overload control; stage-wise latency attribution; robotic or cyber-physical transfer; network/transport transfer,"Directly informs the Reflex robot-loop timing budget and the evidence needed to separate execution, transport, and hardware effects.",true,Carlos San Vicente Gutiérrez; Lander Usategui San Juan; Irati Zamalloa Ugarte; Víctor Mayoral Vilches,2018,arxiv:1809.02595,arxiv:1809.02595,arxiv:1809.02595,cs.RO,q02-latency-distribution-percentile.json | q10-latency-distribution-measurement.json | q12-ROS-2-executor.json,,,14,,0.02396593673965937,B4,Firecrawl Research search-papers abstract; full text not assumed,014-arxiv_1809.02595.json,,,true,triaged,primary_assignment,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q24-failure-retry.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q19-failure-deadlines.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b4/abstract-triage.jsonl,complete,1
Reducing Tail Latency via Safe and Simple Duplication,arxiv:1905.13352,"Duplication can be a powerful strategy for overcoming stragglers in cloud services, but is often used conservatively because of the risk of overloading the system. We present duplicate-aware scheduling or DAS, which makes duplication safe and easy to use, by leveraging the two well-known primitives of prioritization and purging. To support DAS across diverse layers of a cloud system (e.g., network, storage, etc), we propose the D-Stage abstraction, which decouples the duplication policy from the mechanism, and facilitates working with legacy layers of a system. Using this abstraction, we evalu",high,B4,primary_assignment,tail/percentile behavior; scheduling/deadline policy; backpressure/overload control; stage-wise latency attribution; network/transport transfer,Supplies a transferable mechanism for explaining tail behavior and deciding which per-stage measurements the Reflex evidence model must preserve.,true,Hafiz Mohsin Bashir; Abdullah Bin Faisal; Muhammad Asim Jamshed; Peter Vondras; Ali Musa Iftikhar; Ihsan Ayyub Qazi; Fahad R. Dogar,2019,arxiv:1905.13352,arxiv:1905.13352,arxiv:1905.13352,cs.NI | cs.DC,q08-tail-latency-distributed.json,,,8,,,B4,,008-arxiv_1905.13352.json,,,true,triaged,primary_assignment,b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q08-tail-latency-distributed.json,b4/abstract-triage.jsonl,complete,1
Tiny Buffer TCP for Data Center Networks,arxiv:1909.05392,"A low and stable buffer occupancy is critical to achieve high throughput, low packet drop rate, low latency, and low jitter for data center networks. It also allows switch chips to support higher port density, larger lookup tables, or richer functions. Tiny Buffer TCP creatively uses the common RED-based ECN with two novel congestion-window adjustment schemes to significantly reduce the required buffer size. Aiming to eliminate the residual packets in the bottleneck queue, Queue Canceling Decrease amortizes the ideal window reduction to the same number of flows so as to minimize the impact to",high,B4,expansion_round_1,jitter; queue; backpressure; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:1909.05392,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl | b4/expansion/expansion-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
FIRM: An Intelligent Fine-Grained Resource Management Framework for SLO-Oriented Microservices,arxiv:2008.08509,"Modern user-facing latency-sensitive web services include numerous distributed, intercommunicating microservices that promise to simplify software development and operation. However, multiplexing of compute resources across microservices is still challenging in production because contention for shared resources can cause latency spikes that violate the service-level objectives (SLOs) of user requests. This paper presents FIRM, an intelligent fine-grained resource management framework for predictable sharing of resources across microservices to drive up overall utilization. FIRM leverages onlin",high,B4,expansion_round_1,tail; contention,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,2020,arxiv:2008.08509,arxiv:2008.08509,2115619635815627513,,12-variance,firecrawl research search-papers,,589,14.80528693435329,0.03225806451612903,B4,,,,,,triaged,expansion_round_1,b3/expansion-registry.json | b3/raw-q12-variance.json | b3/registry.json | b4/expansion/expansion-followup-manifest.jsonl | b4/raw-retrieval/q18-load-shedding-backpressure.json | b8/canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/adjacent-05.json,b4/expansion/expansion-followup-triage.jsonl,complete,1
PL2: Towards Predictable Low Latency in Rack-Scale Networks,arxiv:2101.06537,"High performance rack-scale offerings package disaggregated pools of compute, memory and storage hardware in a single rack to run diverse workloads with varying requirements, including applications that need low and predictable latency. The intra-rack network is typically high speed Ethernet, which can suffer from congestion leading to packet drops and may not satisfy the stringent tail latency requirements for some workloads (including remote memory/storage accesses). In this paper, we design a Predictable Low Latency(PL2) network architecture for rack-scale systems with Ethernet as interconn",high,B4,expansion_round_1,tail; backpressure; networking,"Expansion seed adds an independent queueing, scheduling, contention, transport, or tail-latency mechanism for cross-checking the B4 synthesis and Reflex transfer path.",true,,,,arxiv:2101.06537,,,,,,,,,B4,,,,,,triaged,expansion_round_1,b4/expansion/expansion-followup-manifest.jsonl,b4/expansion/expansion-followup-triage.jsonl,complete,1
