paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Diversity Embedded Streaming Erasure Codes (DE-SCo): Constructions and Optimality,arxiv:1007.0522,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Ahmed Badr, Ashish Khisti, Emin Martinian",,,arxiv:1007.0522,,,,,,,,0.025245441795231416,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\012-arxiv_1007.0522.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Joint Coding and Scheduling Optimization in Wireless Systems with Varying Delay Sensitivities,arxiv:1202.0784,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Weifei Zeng, Chris T. K. Ng, Muriel Medard",,,arxiv:1202.0784,,,,,,,,0.03159203980099502,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\002-arxiv_1202.0784.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Modular design of jointly optimal controllers and forwarding policies for wireless control,arxiv:1204.3100,"We consider the joint design of packet forwarding policies and controllers for wireless control loops where sensor measurements are sent to the controller over an unreliable and energy-constrained multi-hop wireless network. For fixed sampling rate of the sensor, the co-design problem separates into two well-defined and independent subproblems: transmission scheduling for maximizing the deadline-constrained reliability and optimal control under packet loss. We develop optimal and implementable solutions for these subproblems and show that the optimally co-designed system can be efficiently found. Numerical examples highlight the many trade-offs involved and demonstrate the power of our approach.",high,B5,primary_assignment,"The abstract addresses packet loss, delay, jitter, disorder, or reordering and its effect on networked sensing, estimation, or control.","It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",true,"Burak Demirel, Zhenhua Zou, Pablo Soldati, Mikael Johansson",,arxiv:1204.3100,arxiv:1204.3100,4609996249881166460,,q39-found-realtime,,,6,139.679,0.9067852769181763,B5,Firecrawl Research search-papers abstract; full text not assumed,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\evidence\read\006-arxiv_1204.3100.json,,,triaged,primary_assignment,b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q39-found-realtime.json,b5/abstract-triage.jsonl,complete,1
Optimal Strategies for Communication and Remote Estimation with an Energy Harvesting Sensor,arxiv:1205.6018,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Ashutosh Nayyar, Tamer Basar, Demosthenis Teneketzis, Venugopal V. Veeravalli",,,arxiv:1205.6018,,,,,,,,0.02964426877470356,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\021-arxiv_1205.6018.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Streaming-Codes for Multicast over Burst Erasure Channels,arxiv:1303.4370,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Ahmed Badr, Devin Lui, Ashish Khisti",,,arxiv:1303.4370,,,,,,,,0.0251821349382325,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\017-arxiv_1303.4370.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Optimal Energy Allocation for Kalman Filtering over Packet Dropping Links with Imperfect Acknowledgments and Energy Harvesting Constraints,arxiv:1402.6693,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Mojtaba Nourian, Alex S. Leong, Subhrakanti Dey",,,arxiv:1402.6693,,,,,,,,0.028814262023217248,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\014-arxiv_1402.6693.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Improved Stability Analysis of Nonlinear Networked Control Systems over Multiple Communication Links,arxiv:1503.00100,"In this paper, we consider a nonlinear networked control system (NCS) in which controllers, sensors and actuators are connected via several communication links. In each link, networking effects such as the transmission delay, packet loss, sampling jitter and data packet miss-ordering are captured by time-varying delays. Stability analysis is carried out based on the Lyapunov Krasovskii method to obtain a condition for stability of the nonlinear NCS in the form of linear matrix inequality (LMI). The results are applied to a two degrees of freedom robot arm NCS which shows a considerable improvement with respect to the previous works.",high,B5,primary_assignment,"The abstract addresses packet loss, delay, jitter, disorder, or reordering and its effect on networked sensing, estimation, or control.","It supplies a transferable diagnostic or design hypothesis for detecting transport-induced loss, duplication, reordering, staleness, timing error, or observation/action mismatch in the Reflex episode loop.",true,"Rahim Delavar, Babak Tavassoli, Mohammad Taghi Hamidi Beheshti",,arxiv:1503.00100,arxiv:1503.00100,3977638580768900047,,q01-direct-robot | q07-direct-wireless | q26-failure-wireless | q29-adj-control | q37-found-networked,,,3,141.424,0.954239787561503,B5,Firecrawl Research search-papers abstract; full text not assumed,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\evidence\read\003-arxiv_1503.00100.json,,,triaged,primary_assignment,b4/raw-retrieval/q09-jitter-real-time-systems.json | b4/raw-retrieval/q22-control-loop-delay.json | b4/raw-retrieval/q23-networked-control-systems.json | b5/assigned-paper-manifest.json | b5/assigned-paper-manifest.jsonl | b5/canonical-registry.jsonl | b5/evidence-digest.jsonl | b5/raw-retrieval/q01-direct-robot.json | b5/raw-retrieval/q07-direct-wireless.json | b5/raw-retrieval/q26-failure-wireless.json | b5/raw-retrieval/q29-adj-control.json | b5/raw-retrieval/q37-found-networked.json | b7/canonical-registry.json | b7/raw-retrieval/q21-failure-congestion.json,b5/abstract-triage.jsonl,complete,1
Performance Characterization and Transmission Schemes for Instantly Decodable Network Coding in Wireless Broadcast,arxiv:1506.01154,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Mingchao Yu, Parastoo Sadeghi, Neda Aboutorab",,,arxiv:1506.01154,,,,,,,,0.020939017808958446,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\007-arxiv_1506.01154.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Throughput and Delay Analysis in Video Streaming over Block-Fading Channels,arxiv:1510.02670,,high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Giuseppe Cocco, Deniz Gündüz, Christian Ibars",,,arxiv:1510.02670,,,,,,,,0.031099324975891997,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\016-arxiv_1510.02670.json,,,triaged,expansion_round_1,b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,partial,1
Sensor Scheduling in Variance Based Event Triggered Estimation with Packet Drops,arxiv:1511.04792,"This paper considers a remote state estimation problem with multiple sensors observing a dynamical process, where sensors transmit local state estimates over an independent and identically distributed (i.i.d.) packet dropping channel to a remote estimator. At every discrete time instant, the remote estimator decides whether each sensor should transmit or not, with each sensor transmission incurring a fixed energy cost. The channel is shared such that collisions will occur if more than one sensor transmits at a time. Performance is quantified via an optimization problem that minimizes a convex combination of the expected estimation error covariance at the remote estimator and expected energy usage across the sensors. For transmission schedules dependent only on the estimation error covariance at the remote estimator, this work establishes structural results on the optimal scheduling which show that 1) for unstable systems, if the error covariance is large then a sensor will always be scheduled to transmit, and 2) there is a threshold-type behaviour in switching from one sensor transmitting to another. Specializing to the single sensor case, these structural results demonstrate that a threshold policy (i.e. transmit if the error covariance exceeds a certain threshold and don't transmit otherwise) is optimal. We also consider the situation where sensors transmit measurements instead of state estimates, and establish structural results including the optimality of threshold policies for the single sensor, scalar case. These results provide a theoretical justification for the use of such threshold policies in variance based event triggered estimation. Numerical studies confirm the qualitative behaviour predicted by our structural results. An extension of the structural results to Markovian packet drops is also outlined.",high,B5,expansion_round_1,"The related-paper result extends an already-covered B5 transport family and is retained as a strong seed or neighboring mechanism for packet correctness, freshness, ordering, reliability, or timing.",It tests whether the B5 synthesis mechanism map is stable beyond the multi-formulation search results and supplies a transferable hypothesis for the Reflex episode loop.,true,"Alex S. Leong, Subhrakanti Dey, Daniel E. Quevedo",,,arxiv:1511.04792,,,,,,,,0.03055037313432836,B5,,,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-b\b5\expansion\evidence\read\018-arxiv_1511.04792.json,,,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b5/evidence-digest.jsonl,b5/expansion/expansion-triage.jsonl,complete,1
