paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
A Statistical Approach to Performance Monitoring in Soft Real-Time Distributed Systems,arxiv:0901.2685,"Soft real-time applications require timely delivery of messages conforming to the soft real-time constraints. Satisfying such requirements is a complex task both due to the volatile nature of distributed environments, as well as due to numerous domain-specific factors that affect message latency. Prompt detection of the root-cause of excessive message delay allows a distributed system to react accordingly. This may significantly improve compliance with the required timeliness constraints. In this work, we present a novel approach for distributed performance monitoring of soft-real time distributed systems. We propose to employ recent distributed algorithms from the statistical signal processing and learning domains, and to utilize them in a different context of online performance monitoring and root-cause analysis, for pinpointing the reasons for violation of performance requirements. Our approach is general and can be used for monitoring of any distributed system, and is not limited to the soft real-time domain. We have implemented the proposed framework in TransFab, an IBM prototype of soft real-time messaging fabric. In addition to root-cause analysis, the framework includes facilities to resolve resource allocation problems, such as memory and bandwidth deficiency. The experiments demonstrate that the system can identify and resolve latency problems in a timely fashion.",high,B7,primary_assignment,Uses statistical signal-processing methods in TransFab to monitor latency violations and identify distributed resource causes online.,Root-cause localization of message delay and resource deficiency is directly transferable to middleware telemetry.,true,,,arxiv:0901.2685,arxiv:0901.2685,7952815850758365402,,13-causal-profiling,,,61,108.553,0.8455347349164652,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b3/raw-q13-causal-profiling.json | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q25-failure-localization.json | b7/raw-retrieval/q30-adjacent-distributed.json,b7/abstract-triage.jsonl,complete,1
Time-Sensitive Networking for robotics,arxiv:1804.07643,"We argue that Time-Sensitive Networking (TSN) will become the de facto standard for real-time communications in robotics. We present a review and classification of the different communication standards which are relevant for the field and introduce the typical problems with traditional switched Ethernet networks. We discuss some of the TSN features relevant for deterministic communications and evaluate experimentally one of the shaping mechanisms in an exemplary robotic scenario. In particular, and based on our results, we claim that many of the existing real-time industrial solutions will slowly be replaced by TSN. And that this will lead towards a unified landscape of physically interoperable robot and robot components.",high,B7,expansion_round_1,Reviews TSN standards and evaluates traffic shaping for deterministic robot communication.,It provides the network-side timing assumptions against which DDS and actuator connector traces can be checked.,true,,2018,arxiv:1804.07643,arxiv:1804.07643,6930351956147785058,,,,,,,0.29421497216298875,B7,,,,,,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b7/expansion-additions-triage.jsonl,complete,1
Estimating Latencies of Task Sequences in Multi-Core Automotive ECUs,arxiv:1804.07647,"The computation of a cyber-physical system's reaction to a stimulus typically involves the execution of several tasks. The delay between stimulus and reaction thus depends on the interaction of these tasks and is subject to timing constraints. Such constraints exist for a number of reasons and range from possible impacts on customer experiences to safety requirements. We present a technique to determine end-to-end latencies of such task sequences. The technique is demonstrated on the example of electronic control units (ECUs) in automotive embedded real-time systems. Our approach is able to deal with multi-core architectures and supports four different activation patterns, including interrupts. It is the first formal analysis approach making use of load assumptions in order to exclude infeasible data propagation paths without the knowledge of worst-case execution times or worst-case response times. We employ a constraint programming solver to compute bounds on end-to-end latencies.",high,B7,primary_assignment,Computes end-to-end latency bounds for multi-core task sequences under interrupts and load assumptions with constraint programming.,"The stimulus-to-reaction decomposition transfers to callback, driver, and actuator stages even when execution-time bounds are incomplete.",true,,,arxiv:1804.07647,arxiv:1804.07647,6930347558101272214,,,,,15,110.798,0.8979819308108695,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q29-adjacent-embedded.json,b7/abstract-triage.jsonl,complete,1
Towards a distributed and real-time framework for robots: Evaluation of ROS 2.0 communications for real-time robotic applications,arxiv:1809.02595,"In this work we present an experimental setup to show the suitability of ROS 2.0 for real-time robotic applications. We disclose an evaluation of ROS 2.0 communications in a robotic inter-component (hardware) communication case on top of Linux. We benchmark and study the worst case latencies and missed deadlines to characterize ROS 2.0 communications for real-time applications. We demonstrate experimentally how computation and network congestion impacts the communication latencies and ultimately, propose a setup that, under certain conditions, mitigates these delays and obtains bounded traffic.",high,B7,expansion_round_1,Benchmarks worst-case ROS2 communication latency and missed deadlines under computation and network congestion.,It directly characterizes hardware-link communication conditions that cause deadline failure.,true,Carlos San Vicente Gutiérrez; Lander Usategui San Juan; Irati Zamalloa Ugarte; Víctor Mayoral Vilches,2018,arxiv:1809.02595,arxiv:1809.02595,423916932341377386,cs.RO,16-ros2-causal | 18-ros2-timing | 20-robot-middleware,,,392,,0.7261149812607791,B7,Firecrawl Research search-papers abstract; full text not assumed,014-arxiv_1809.02595.json,,,true,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b3/expansion-registry.json | b3/raw-q16-ros2-causal.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q06-direct-manipulation.json | b5/raw-retrieval/q24-failure-retry.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q07-synonym-pubsub.json | b7/raw-retrieval/q19-failure-deadlines.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b7/expansion-additions-triage.jsonl,complete,1
Time Synchronization in modular collaborative robots,arxiv:1809.07295,"A new generation of robot systems which are modular, flexible and safe for human-robot interaction are needed. Existing cobots seem to meet only the later and require a modular approach to improve their reconfigurability and interoperability. We propose a new sub-class of cobots named M-cobots which tackle these problems. In particular, we discuss the relevance of synchronization for these systems, analyze it and demonstrate how with a properly configured M-cobot, we are able to obtain a) distributed sub-microsecond clock synchronization accuracy among modules, b) timestamping accuracy of ROS 2.0 messages under 100 microseconds and c) millisecond-level end-to-end communication latencies, even when disturbed with networking overloads of up to 90% of the network capacity.",high,B7,expansion_round_1,Combines distributed clock synchronization with ROS2 message timestamping and measures communication under network overload.,"It directly connects clock quality, timestamp accuracy, and end-to-end robot communication latency.",true,"Carlos San Vicente GutiÃ©rrez, Lander Usategui San Juan, Irati Zamalloa Ugarte, IÃ±igo Muguruza Goenaga, Laura Alzola Kirschgens, VÃ­ctor Mayoral Vilches",2018,arxiv:1809.07295,arxiv:1809.07295,9206161426810957006,cs.RO,expansion-similar-01,related-similar,general,61,9.29906955,0.9088770389851438,B7,Firecrawl Research search-papers abstract; full text not assumed,inspect-arxiv_1809.07295.json,,,inspect-arxiv_1809.07295.json,triaged,expansion_round_1,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/expansion/expansion-manifest.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q08-embedded.json | b1/raw-q13-os-clocks.json | b2/registry-expansion-additions.json | b2/registry-final.json | b3/expansion-registry.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q06-direct-manipulation.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q10-synonym-pipeline.json | b7/raw-retrieval/q14-mechanism-clock.json | b7/raw-retrieval/q33-foundational-ros.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/mechanism-02.json,b7/expansion-additions-triage.jsonl,complete,1
TZC: Efficient Inter-Process Communication for Robotics Middleware with Partial Serialization,arxiv:1810.00556,"Inter-process communication (IPC) is one of the core functions of modern robotics middleware. We propose an efficient IPC technique called TZC (Towards Zero-Copy). As a core component of TZC, we design a novel algorithm called partial serialization. Our formulation can generate messages that can be divided into two parts. During message transmission, one part is transmitted through a socket and the other part uses shared memory. The part within shared memory is never copied or serialized during its lifetime. We have integrated TZC with ROS and ROS2 and find that TZC can be easily combined with current open-source platforms. By using TZC, the overhead of IPC remains constant when the message size grows. In particular, when the message size is 4MB (less than the size of a full HD image), TZC can reduce the overhead of ROS IPC from tens of milliseconds to hundreds of microseconds and can reduce the overhead of ROS2 IPC from hundreds of milliseconds to less than 1 millisecond. We also demonstrate the benefits of TZC by integrating with TurtleBot2 that are used in autonomous driving scenarios. We show that by using TZC, the braking distance can be shortened by 16% than ROS.",high,B7,expansion_round_1,Combines socket transfer with shared-memory partial serialization so large message regions avoid copying.,It isolates IPC serialization overhead and validates the effect on a TurtleBot2 robot path.,true,Yu-Ping Wang | Wende Tan | Xu-Qiang Hu | Dinesh Manocha | Shi-Min Hu,2018,arxiv:1810.00556,arxiv:1810.00556,5554010371199989563,cs.RO,expansion-similar-01 | expansion-references-01,related-similar | related-references,general,637,,0.7971781221896933,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b2/registry-expansion-additions.json | b2/registry-final.json | b3/expansion-registry.json | b3/raw-q16-ros2-causal.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q17-mech-dedup.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q36-foundational-eval.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json,b7/expansion-additions-triage.jsonl,complete,1
Co-evolving Tracing and Fault Injection with Box of Pain,arxiv:1903.12226,"Distributed systems are hard to reason about largely because of uncertainty about what may go wrong in a particular execution, and about whether the system will mitigate those faults. Tools that perturb executions can help test whether a system is robust to faults, while tools that observe executions can help better understand their system-wide effects. We present Box of Pain, a tracer and fault injector for unmodified distributed systems that addresses both concerns by interposing at the system call level and dynamically reconstructing the partial order of communication events based on causal relationships. Box of Pain's lightweight approach to tracing and focus on simulating the effects of partial failures on communication rather than the failures themselves sets it apart from other tracing and fault injection systems. We present evidence of the promise of Box of Pain and its approach to lightweight observation and perturbation of distributed systems.",high,B7,primary_assignment,Interposes at system calls and reconstructs a causal partial order while injecting communication-level partial failures.,Causal event reconstruction provides a direct template for localizing timing and transport faults in a robot loop.,true,Daniel Bittman | Ethan L. Miller | Peter Alvaro,2019,arxiv:1903.12226,arxiv:1903.12226,4522538243711952951,cs.DC,q01-direct | q08-ebpf | q12-recent | q14-replay,semantic-search,general,3,109.847,0.8684702192881005,B7,Firecrawl Research search-papers abstract; full text not assumed,inspect-arxiv_1903.12226.json,available-text,false,inspect-arxiv_1903.12226.json,triaged,primary_assignment,b2/raw-q01-direct.txt | b2/raw-q08-ebpf.txt | b2/raw-q12-recent.txt | b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q04-trace-causality.json | b3/raw-q05-event-graph.json | b3/raw-q07-trace-loss.json | b3/raw-q09-error-propagation.json | b3/raw-q17-ros2-flow.json | b3/raw-q24-fault-injection.json | b3/raw-q25-replay.json | b3/raw-q26-temporal-fi.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q28-adjacent-cps-tracing.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/adjacent-01.json | b8/raw/adjacent-05.json | b8/raw/foundational-02.json | b8/raw/foundational-03.json | b8/targeted-read-manifest.json,b7/abstract-triage.jsonl,complete,1
Quantifying the Latency and Possible Throughput of External Interrupts on Cyber-Physical Systems,arxiv:2009.00506,"An important characteristic of cyber-physical systems is their capability to respond, in-time, to events from their physical environment. However, to the best of our knowledge there exists no benchmark for assessing and comparing the interrupt handling performance of different software stacks. Hence, we present a flexible evaluation method for measuring the interrupt latency and throughput on ARMv8-A based platforms. We define and validate seven test-cases that stress individual parts of the overall process and combine them to three benchmark functions that provoke the minimal and maximal interrupt latency, and maximal interrupt throughput.",high,B7,primary_assignment,Defines benchmark cases that isolate minimum/maximum interrupt latency and maximum throughput on ARMv8-A platforms.,It gives a reusable measurement harness for the physical-event-to-software-callback boundary.,true,,,arxiv:2009.00506,arxiv:2009.00506,1167196036977799787,,,,,71,82.077,0.740774899182154,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q29-adjacent-embedded.json,b7/abstract-triage.jsonl,complete,1
StrObe: Streaming Object Detection from LiDAR Packets,arxiv:2011.06425,"Many modern robotics systems employ LiDAR as their main sensing modality due to its geometrical richness. Rolling shutter LiDARs are particularly common, in which an array of lasers scans the scene from a rotating base. Points are emitted as a stream of packets, each covering a sector of the 360 coverage. Modern perception algorithms wait for the full sweep to be built before processing the data, which introduces an additional latency. For typical 10Hz LiDARs this will be 100ms. As a consequence, by the time an output is produced, it no longer accurately reflects the state of the world. This poses a challenge, as robotics applications require minimal reaction times, such that maneuvers can be quickly planned in the event of a safety-critical situation. In this paper we propose StrObe, a novel approach that minimizes latency by ingesting LiDAR packets and emitting a stream of detections without waiting for the full sweep to be built. StrObe reuses computations from previous packets and iteratively updates a latent spatial representation of the scene, which acts as a memory, as new evidence comes in, resulting in accurate low-latency perception. We demonstrate the effectiveness of our approach on a large scale real-world dataset, showing that StrObe far outperforms the state-of-the-art when latency is taken into account, and matches the performance in the traditional setting.",high,B7,primary_assignment,Processes LiDAR packets incrementally instead of waiting for a full sweep and measures latency-aware detection quality.,It gives a concrete freshness boundary for observation capture and shows how packet timestamps affect usable world state.,true,,,arxiv:2011.06425,arxiv:2011.06425,238041654804639260,,,firecrawl research search-papers,foundational_or_prior,65,106.798,0.8979819308108695,B7,Firecrawl Research search-papers abstract; full text not assumed,,,,,triaged,primary_assignment,b4/raw-retrieval/q10-latency-distribution-measurement.json | b6/canonical-registry.json | b6/canonical-registry.jsonl | b6/raw-retrieval/q20-failure-drops.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q23-failure-nondeterminism.json,b7/abstract-triage.jsonl,complete,1
Latency Analysis of ROS2 Multi-Node Systems,arxiv:2101.02074,"The Robot Operating System 2 (ROS2) targets distributed real-time systems and is widely used in the robotics community. Especially in these systems, latency in data processing and communication can lead to instabilities. Though being highly configurable with respect to latency, ROS2 is often used with its default settings. In this paper, we investigate the end-to-end latency of ROS2 for distributed systems with default settings and different Data Distribution Service (DDS) middlewares. In addition, we profile the ROS2 stack and point out latency bottlenecks. Our findings indicate that end-to-end latency strongly depends on the used DDS middleware. Moreover, we show that ROS2 can lead to 50% latency overhead compared to using low-level DDS communications. Our results imply guidelines for designing distributed ROS2 architectures and indicate possibilities for reducing the ROS2 overhead.",high,B7,expansion_round_1,Profiles distributed ROS2 with multiple DDS implementations and compares end-to-end latency with low-level DDS.,It identifies middleware-specific latency overhead and bottlenecks that can be localized in a robot trace.,true,Tobias Kronauer | Joshwa Pohlmann | Maximilian Matthe | Till Smejkal | Gerhard Fettweis,2021,arxiv:2101.02074,arxiv:2101.02074,415527073889071452,cs.RO | cs.DC | cs.MA | cs.PF | cs.SE,expansion-similar-01 | expansion-references-01,related-similar | related-references,general,67,18.044855324483063,0.9669140216112958,B7,Firecrawl Research search-papers abstract; full text not assumed,054-arxiv_2101.02074.json,,,true,triaged,expansion_round_1,b1/expansion/expansion-manifest.jsonl | b2/registry-expansion-additions.json | b2/registry-final.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/expansion-registry.json | b3/raw-q16-ros2-causal.json | b3/raw-q17-ros2-flow.json | b3/raw-q18-ros2-timing.json | b3/raw-q20-robot-middleware.json | b3/registry.json | b4/assigned-paper-manifest.jsonl | b4/canonical-registry.json | b4/raw-retrieval/q02-latency-distribution-percentile.json | b4/raw-retrieval/q04-head-of-line-blocking-robotics.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b4/raw-retrieval/q12-ROS-2-executor.json | b4/raw-retrieval/q13-DDS-QoS-queue.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q03-direct-command.json | b5/raw-retrieval/q05-direct-rosdds.json | b5/raw-retrieval/q13-mech-qos.json | b5/raw-retrieval/q14-mech-dds-loss.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q01-direct-ros2-latency.json | b7/raw-retrieval/q02-direct-e2e.json | b7/raw-retrieval/q03-direct-dds-tracing.json | b7/raw-retrieval/q12-mechanism-qos.json | b7/raw-retrieval/q13-mechanism-zerocopy.json | b7/raw-retrieval/q22-failure-serialization.json | b7/raw-retrieval/q32-adjacent-ros1-ros2.json | b7/raw-retrieval/q33-foundational-ros.json | b7/raw-retrieval/q34-foundational-dds.json | b7/raw-retrieval/q36-foundational-eval.json | b7/raw-retrieval/q37-foundational-e2e.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/mechanism-03.json,b7/expansion-additions-triage.jsonl,complete,1
