paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Efficient Timestamps for Capturing Causality,arxiv:1606.05962,"Consider an asynchronous system consisting of processes that communicate via message-passing. The processes communicate over a potentially incomplete communication network consisting of reliable bidirectional communication channels. Thus, not every pair of processes is necessarily able to communicate with each other directly. % For instance, when the communication network is a star graph, there is a central process % that can communicate with all the remaining processes (which are called radial processes), % but the radial processes cannot communicate with each other directly. The goal of the",high,B2,primary_assignment,Develops compact timestamps that capture causality while reducing vector-clock update and storage cost.,Addresses telemetry overhead when every robot event needs causal metadata.,true,Nitin H. Vaidya | Sandeep S. Kulkarni,2016,arxiv:1606.05962,arxiv:1606.05962,2227616049552302296,cs.DC,q03-causality | q13-foundations,semantic-search,general,60,,0.805142381048208,B2,inspect-paper completed,inspect-arxiv_1606.05962.json,,,inspect-arxiv_1606.05962.json,triaged,primary_assignment,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q05-uncertainty.json | b1/raw-q06-monotonic.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
On Verifying Causal Consistency,arxiv:1611.00580,"This paper studies automatic verification of causal consistency for distributed data structures. Checking a single execution is NP-complete even for read-write memory, while verifying all executions is undecidable; data-independent implementations provide a tractable escape in the studied setting.",high,B2,primary_assignment,Formalizes automatic checking of single distributed executions for causal consistency and proves complexity/undecidability boundaries for universal verification.,Defines explicit limits and feasible scope for validating reconstructed robot execution histories.,true,Ahmed Bouajjani | Constantin Enea | Rachid Guerraoui | Jad Hamza,2016,arxiv:1611.00580,arxiv:1611.00580,6763313630540936229,cs.LO,expansion-similar-01,related-similar,general,616,,0.0305789,B2,inspect-paper completed,,,,,triaged,primary_assignment | expansion_round_1,b2/registry-expansion-additions.json | b2/registry-final.json | b3/raw-q28-causal-validation.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
Monitoring Distributed Component-Based Systems,arxiv:1705.05242,"This paper addresses the online monitoring of distributed component-based systems with multi-party interactions against user-provided properties expressed in linear-temporal logic and referring to global states. We consider intrinsically independent components whose interactions are partitioned on distributed controllers. In this context, the problem that arises is that a global state of the system is not available to the monitor. Instead, we attach local controllers to schedulers to retrieve the concurrent local traces. Local traces are sent to a global observer which reconstructs the set of",high,B2,primary_assignment,Monitors component interactions and execution events across distributed component systems.,Transfers component-level provenance and dependency monitoring to robot runtime modules.,true,Hosein Nazarpour | YliÃ¨s Falcone | Mohamad Jaber | Saddek Bensalem | Marius Bozga,2017,arxiv:1705.05242,arxiv:1705.05242,5753185853969271521,cs.SE,q14-replay,semantic-search,general,144,85.397,0.8740772351648677,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q07-trace-loss.json | b3/raw-q09-error-propagation.json | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q30-adjacent-distributed.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
A Graphical Interactive Debugger for Distributed Systems,arxiv:1806.05300,"Designing and debugging distributed systems is notoriously difficult. The correctness of a distributed system is largely determined by its handling of failure scenarios. The sequence of events leading to a bug can be long and complex, and it is likely to include message reorderings and failures. On single-node systems, interactive debuggers enable stepping through an execution of the program, but they lack the ability to easily simulate failure scenarios and control the order in which messages are delivered. Oddity is a graphical, interactive debugger for distributed systems. It brings the pow",high,B2,primary_assignment,Presents an interactive graphical representation of distributed execution and causal dependencies for debugging.,Supports human inspection of partial histories and concurrency during episode reconstruction.,true,Doug Woos | Zachary Tatlock | Michael D. Ernst | Thomas E. Anderson,2018,arxiv:1806.05300,arxiv:1806.05300,2053787860891002704,cs.DC | cs.SE,q14-replay,semantic-search,general,341,,0.7837237376544267,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/raw-q24-fault-injection.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Validation and Inference of Schema-Level Workflow Data-Dependency Annotations,arxiv:1807.09899,"An advantage of scientific workflow systems is their ability to collect runtime provenance information as an execution trace. Traces include the computation steps invoked as part of the workflow run along with the corresponding data consumed and produced by each workflow step. The information captured by a trace is used to infer ""lineage"" relationships among data items, which can help answer provenance queries to find workflow inputs that were involved in producing specific workflow outputs. Determining lineage relationships, however, requires an understanding of the dependency patterns that e",high,B2,primary_assignment,Validates and infers workflow data-dependencies from schemas and observed executions.,"Can recover missing edges between serialized observations, inference inputs, and actions.",true,Shawn Bowers | Timothy McPhillips | Bertram LudÃ¤scher,2018,arxiv:1807.09899,arxiv:1807.09899,5773272062555567376,cs.DB,q05-provenance,semantic-search,general,134,,0.7005671424739729,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q05-provenance.txt | b2/registry-final.json | b2/registry.json | b3/raw-q06-provenance.json | b3/raw-q30-dataflow-attribution.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Efficiently Processing Workflow Provenance Queries on SPARK,arxiv:1808.08424,"In this paper, we investigate how we can leverage Spark platform for efficiently processing provenance queries on large volumes of workflow provenance data. We focus on processing provenance queries at attribute-value level which is the finest granularity available. We propose a novel weakly connected component based framework which is carefully engineered to quickly determine a minimal volume of data containing the entire lineage of the queried attribute-value. This minimal volume of data is then processed to figure out the provenance of the queried attribute-value. The proposed framework com",high,B2,primary_assignment,Indexes and processes provenance queries over large workflow execution histories.,Makes long-running episode archives queryable for failure localization and comparison.,true,Rajmohan C | Pranay Lohia | Himanshu Gupta | Siddhartha Brahma | Mauricio Hernandez | Sameep Mehta,2018,arxiv:1808.08424,arxiv:1808.08424,1580463726682111132,cs.DC,q05-provenance,semantic-search,general,553,,0.679178699175393,B2,inspect-paper completed,,,,,triaged,primary_assignment,b2/raw-q05-provenance.txt | b2/registry-final.json | b2/registry.json | b3/raw-q06-provenance.json | b3/registry.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Time Synchronization in modular collaborative robots,arxiv:1809.07295,"This paper studies synchronization for modular collaborative robots and reports distributed sub-microsecond clock synchronization, ROS 2 message timestamping accuracy under 100 microseconds, and millisecond-level end-to-end communication latency under network overload up to 90% capacity.",high,B2,primary_assignment,Synchronizes clocks across modular collaborative robots and evaluates ROS 2 message timestamping and end-to-end communication under network overload.,Supplies measured clock and timestamp bounds needed to interpret cross-device causal order.,true,Carlos San Vicente Gutiérrez | Lander Usategui San Juan | Irati Zamalloa Ugarte | Iñigo Muguruza Goenaga | Laura Alzola Kirschgens | Víctor Mayoral Vilches,2018,arxiv:1809.07295,arxiv:1809.07295,9206161426810957006,cs.RO,expansion-similar-01,related-similar,general,61,9.29906955,0.8011902345197747,B2,inspect-paper completed,inspect-arxiv_1809.07295.json,,,inspect-arxiv_1809.07295.json,triaged,primary_assignment | expansion_round_1,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/expansion/expansion-manifest.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q08-embedded.json | b1/raw-q13-os-clocks.json | b2/registry-expansion-additions.json | b2/registry-final.json | b3/expansion-registry.json | b4/raw-retrieval/q10-latency-distribution-measurement.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q06-direct-manipulation.json | b7/canonical-registry.json | b7/expansion/expansion-registry-final.json | b7/expansion/expansion-registry.json | b7/raw-retrieval/q10-synonym-pipeline.json | b7/raw-retrieval/q14-mechanism-clock.json | b7/raw-retrieval/q33-foundational-ros.json | b8/canonical-registry.json | b8/expansion-canonical-registry.json | b8/expansion-follow-up-manifest.json | b8/expansion-inspection-manifest.json | b8/expansion-registry.json | b8/raw/mechanism-02.json,b2/triage-expansion-additions.jsonl | b2/triage-final.jsonl,complete,2
An Optimal Vector Clock Algorithm for Multithreaded Systems,arxiv:1901.06545,"Tracking causality (or happened-before relation) between events is useful for many applications such as debugging and recovery from failures. Consider a concurrent system with n threads and m objects. For such systems, either a vector clock of size n is used with one component per thread or a vector clock of size m is used with one component per object. A natural question is whether one can use a vector clock of size strictly less than the minimum of m and n to timestamp events. We give an algorithm in this paper that uses a hybrid of thread and object components. Our algorithm is guaranteed t",high,B2,primary_assignment,Optimizes vector-clock maintenance for detecting and representing happens-before relations among threads.,Supplies precise cross-thread ordering needed when callbacks and worker threads interleave.,true,Xiong Zheng | Vijay Garg,2019,arxiv:1901.06545,arxiv:1901.06545,693107952507588788,cs.DC,q03-causality | q13-foundations,semantic-search,general,29,,0.8519528019683106,B2,inspect-paper completed,inspect-arxiv_1901.06545.json,,,inspect-arxiv_1901.06545.json,triaged,primary_assignment,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q06-monotonic.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q33-lamport.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
Co-evolving Tracing and Fault Injection with Box of Pain,arxiv:1903.12226,"Distributed systems are hard to reason about largely because of uncertainty about what may go wrong in a particular execution, and about whether the system will mitigate those faults. Tools that perturb executions can help test whether a system is robust to faults, while tools that observe executions can help better understand their system-wide effects. We present Box of Pain, a tracer and fault injector for unmodified distributed systems that addresses both concerns by interposing at the system call level and dynamically reconstructing the partial order of communication events based on causal",high,B2,primary_assignment,Interposes at system calls and reconstructs a causal partial order of communication events while injecting faults.,Combines provenance capture with controlled perturbation for intermittent-failure diagnosis.,true,Daniel Bittman | Ethan L. Miller | Peter Alvaro,2019,arxiv:1903.12226,arxiv:1903.12226,4522538243711952951,cs.DC,q01-direct | q08-ebpf | q12-recent | q14-replay,semantic-search,general,29,109.847,0.9384858183053656,B2,inspect-paper completed,inspect-arxiv_1903.12226.json,available-text,false,inspect-arxiv_1903.12226.json,triaged,primary_assignment,b2/raw-q01-direct.txt | b2/raw-q08-ebpf.txt | b2/raw-q12-recent.txt | b2/raw-q14-replay.txt | b2/registry-final.json | b2/registry.json | b3/assigned-evidence-index.jsonl | b3/assigned.json | b3/follow-up-manifest.jsonl | b3/inspection-evidence.jsonl | b3/raw-q04-trace-causality.json | b3/raw-q05-event-graph.json | b3/raw-q07-trace-loss.json | b3/raw-q09-error-propagation.json | b3/raw-q17-ros2-flow.json | b3/raw-q24-fault-injection.json | b3/raw-q25-replay.json | b3/raw-q26-temporal-fi.json | b3/raw-q35-classic-tracing.json | b3/read-evidence-manifest.jsonl | b3/registry.json | b7/assigned-paper-manifest.json | b7/assigned-paper-manifest.jsonl | b7/canonical-registry.json | b7/raw-retrieval/q28-adjacent-cps-tracing.json | b8/assigned-paper-manifest.json | b8/canonical-registry.json | b8/follow-up-manifest.json | b8/inspection-manifest.json | b8/raw/adjacent-01.json | b8/raw/adjacent-05.json | b8/raw/foundational-02.json | b8/raw/foundational-03.json | b8/targeted-read-manifest.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
The Bloom Clock,arxiv:1905.13064,"The bloom clock is a space-efficient, probabilistic data structure designed to determine the partial order of events in highly distributed systems. The bloom clock, like the vector clock, can autonomously detect causality violations by comparing its logical timestamps. Unlike the vector clock, the space complexity of the bloom clock does not depend on the number of nodes in a system. Instead it depends on a set of chosen parameters that determine its confidence interval, i.e. false positive rate. To reduce the space complexity from which the vector clock suffers, the bloom clock uses a 'moving",high,B2,primary_assignment,Uses a probabilistic compact clock to test causal ordering with lower metadata cost than vector clocks.,Provides a space-efficient causal-context option with explicit false-positive tradeoffs.,true,Lum Ramabaja,2019,arxiv:1905.13064,arxiv:1905.13064,2222282724548804236,cs.DC | cs.DS,q03-causality | q13-foundations,semantic-search,general,21,,0.8670357598021706,B2,inspect-paper completed,inspect-arxiv_1905.13064.json,,,inspect-arxiv_1905.13064.json,triaged,primary_assignment,b1/assigned-paper-manifest.json | b1/assigned-paper-manifest.jsonl | b1/assigned-registry.jsonl | b1/canonical-registry.jsonl | b1/follow-up-manifest.jsonl | b1/inspection-manifest.jsonl | b1/raw-q04-logical.json | b1/raw-q05-uncertainty.json | b1/raw-q06-monotonic.json | b1/raw-q10-causal-diagnosis.json | b1/raw-q11-foundational.json | b1/raw-q14-lamport-exact.json | b2/raw-q03-causality.txt | b2/raw-q13-foundations.txt | b2/registry-final.json | b2/registry.json | b3/raw-q34-vector-clocks.json | b3/registry.json | b5/canonical-registry.jsonl | b5/raw-retrieval/q40-found-clocks.json,b2/triage-final.jsonl | b2/triage.jsonl,complete,2
