"pass2_index","paper_id","status","mechanism_count","processed_at","error_or_review_reason"
"3","arxiv:1003.0146","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"16","arxiv:1207.4708","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"29","arxiv:1401.3439","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"42","arxiv:1412.6980","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"55","arxiv:1507.00504","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"68","arxiv:1511.06581","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"81","arxiv:1602.07043","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"94","arxiv:1605.05538","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"107","arxiv:1608.00272","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"120","arxiv:1611.04201","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"133","arxiv:1702.08635","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"146","arxiv:1703.04730","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"159","arxiv:1704.05588","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"172","arxiv:1706.04711","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"185","arxiv:1708.02190","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"198","arxiv:1710.05421","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"211","arxiv:1801.01290","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"224","arxiv:1803.08842","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"237","arxiv:1806.03884","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"250","arxiv:1809.06268","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"263","arxiv:1810.13400","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"276","arxiv:1812.05905","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"289","arxiv:1903.07438","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"302","arxiv:1905.04411","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"315","arxiv:1906.06397","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"328","arxiv:1907.13440","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"341","arxiv:1910.01843","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"354","arxiv:1912.05032","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"367","arxiv:2003.04956","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"380","arxiv:2005.05960","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"393","arxiv:2008.02427","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"406","arxiv:2010.03978","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"419","arxiv:2010.13611","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"432","arxiv:2012.07436","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"445","arxiv:2102.11448","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"458","arxiv:2104.00053","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"471","arxiv:2106.06860","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"484","arxiv:2107.11918","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"497","arxiv:2108.11996","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"510","arxiv:2109.15317","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"523","arxiv:2110.13423","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"536","arxiv:2112.05062","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"549","arxiv:2201.13425","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"562","arxiv:2203.13309","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"575","arxiv:2205.01791","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"588","arxiv:2206.04632","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"601","arxiv:2208.11351","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"614","arxiv:2210.01808","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"627","arxiv:2210.10352","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"640","arxiv:2211.08416","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"653","arxiv:2212.08232","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"666","arxiv:2301.11741","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"679","arxiv:2302.04782","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"692","arxiv:2303.03378","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"705","arxiv:2303.16435","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"718","arxiv:2304.14108","RESERVE","1","2026-08-30T22:00:00Z","Abstract-only mechanism triage; body-method evidence remains unresolved."
"731","arxiv:2305.16498","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
"744","arxiv:2306.14534","DROP","0","2026-08-30T22:00:00Z","No concrete Program A mechanism established from available title-and-abstract evidence."
