paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Bayesian Online Changepoint Detection,arxiv:0710.3742,"Changepoints are abrupt variations in the generative parameters of a data sequence. Online detection of changepoints is useful in modelling and prediction of time series in application areas such as finance, biometrics, and robotics. While frequentist methods have yielded online filtering and prediction techniques, most Bayesian papers have focused on the retrospective segmentation problem. Here we examine the case where the model parameters before and after the changepoint are independent and we derive an online algorithm for exact inference of the most recent changepoint. We compute the probability distribution of the length of the current ``run,'' or time since the last changepoint, using a simple message-passing algorithm. Our implementation is highly modular so that the algorithm may be applied to a variety of types of data. We illustrate this modularity by demonstrating the algorithm on three different real-world data sets.",high,A2,expansion_round_1,"Finds event, phase, or subtask boundaries by modeling temporal changes in observations, dynamics, language, or latent sequence variables.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2007,arxiv:0710.3742,arxiv:0710.3742,2563971108403761333,,Bayesian nonparametric change point trajectory segmentation robot manipulation | change point detection Bayesian online segmentation time series,search-papers,true,,,0.9661048358408219,A2,,,,,,triaged,expansion_round_1,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/expansion-pool.json | A2/expansion-pool.jsonl | A2/raw/q09-bayesian.json | A2/raw/q35-bocpd.json,A2/expansion-triage.jsonl,complete,1
A sticky HDP-HMM with application to speaker diarization,arxiv:0905.2592,"We consider the problem of speaker diarization, the problem of segmenting an audio recording of a meeting into temporal segments corresponding to individual speakers. The problem is rendered particularly difficult by the fact that we are not allowed to assume knowledge of the number of people participating in the meeting. To address this problem, we take a Bayesian nonparametric approach to speaker diarization that builds on the hierarchical Dirichlet process hidden Markov model (HDP-HMM) of Teh et al. [J. Amer. Statist. Assoc. 101 (2006) 1566--1581]. Although the basic HDP-HMM tends to over-segment the audio data---creating redundant states and rapidly switching among them---we describe an augmented HDP-HMM that provides effective control over the switching rate. We also show that this augmentation makes it possible to treat emission distributions nonparametrically. To scale the resulting architecture to realistic diarization problems, we develop a sampling algorithm that employs a truncated approximation of the Dirichlet process to jointly resample the full state sequence, greatly improving mixing rates. Working with a benchmark NIST data set, we show that our Bayesian nonparametric architecture yields state-of-the-art speaker diarization results.",high,A2,expansion_round_1,"Finds event, phase, or subtask boundaries by modeling temporal changes in observations, dynamics, language, or latent sequence variables.",The mechanism connects temporal structure to data selection or learning efficiency in the Program A loop.,true,,2009,arxiv:0905.2592,,,,,,,,,0.026129032258064518,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Efficient Solution Algorithms for Factored MDPs,arxiv:1106.1822,"This paper addresses the problem of planning under uncertainty in large Markov Decision Processes (MDPs). Factored MDPs represent a complex state space using state variables and the transition model using a dynamic Bayesian network. This representation often allows an exponential reduction in the representation size of structured MDPs, but the complexity of exact solution algorithms for such MDPs can grow exponentially in the representation size. In this paper, we present two approximate solution algorithms that exploit structure in factored MDPs. Both use an approximate value function represented as a linear combination of basis functions, where each basis function involves only a small subset of the domain variables. A key contribution of this paper is that it shows how the basic operations of both algorithms can be performed efficiently in closed form, by exploiting both additive and context-specific structure in a factored MDP. A central element of our algorithms is a novel linear program decomposition technique, analogous to variable elimination in Bayesian networks, which reduces an exponentially large LP to a provably equivalent, polynomial-sized one. One algorithm uses approximate linear programming, and the second approximate dynamic programming. Our dynamic programming algorithm is novel in that it uses an approximation based on max-norm, a technique that more directly minimizes the terms that appear in error bounds for approximate MDP algorithms. We provide experimental results on problems with over 10⁴0 states, demonstrating a promising indication of the scalability of our approach, and compare our algorithm to an existing state-of-the-art approach, showing, in some problems, exponential gains in computation time.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2011,arxiv:1106.1822,,,,,,,,,0.023708920187793428,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Active Learning of Inverse Models with Intrinsically Motivated Goal Exploration in Robots,arxiv:1301.4862,"We introduce the Self-Adaptive Goal Generation - Robust Intelligent Adaptive Curiosity (SAGG-RIAC) architecture as an intrinsi- cally motivated goal exploration mechanism which allows active learning of inverse models in high-dimensional redundant robots. This allows a robot to efficiently and actively learn distributions of parameterized motor skills/policies that solve a corresponding distribution of parameterized tasks/goals. The architecture makes the robot sample actively novel parameterized tasks in the task space, based on a measure of competence progress, each of which triggers low-level goal-directed learning of the motor policy pa- rameters that allow to solve it. For both learning and generalization, the system leverages regression techniques which allow to infer the motor policy parameters corresponding to a given novel parameterized task, and based on the previously learnt correspondences between policy and task parameters. We present experiments with high-dimensional continuous sensorimotor spaces in three different robotic setups: 1) learning the inverse kinematics in a highly-redundant robotic arm, 2) learning omnidirectional locomotion with motor primitives in a quadruped robot, 3) an arm learning to control a fishing rod with a flexible wire. We show that 1) exploration in the task space can be a lot faster than exploration in the actuator space for learning inverse models in redundant robots; 2) selecting goals maximizing competence progress creates developmental trajectories driving the robot to progressively focus on tasks of increasing complexity and is statistically significantly more efficient than selecting tasks randomly, as well as more efficient than different standard active motor babbling methods; 3) this architecture allows the robot to actively discover which parts of its task space it can learn to reach and which part it cannot.",high,A2,expansion_round_1,Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2013,arxiv:1301.4862,,,,,,,,,0.022795698924731184,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Language Understanding for Text-based Games Using Deep Reinforcement Learning,arxiv:1506.08941,"In this paper, we consider the task of learning control policies for text-based games. In these games, all interactions in the virtual world are through text and the underlying state is not observed. The resulting language barrier makes such environments challenging for automatic game players. We employ a deep reinforcement learning framework to jointly learn state representations and action policies using game rewards as feedback. This framework enables us to map text descriptions into vector representations that capture the semantics of the game states. We evaluate our approach on two game worlds, comparing against baselines using bag-of-words and bag-of-bigrams for state representations. Our algorithm outperforms the baselines on both worlds demonstrating the importance of learning expressive representations.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2015,arxiv:1506.08941,,,,,,,,,0.021301775147928994,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Efficient inference in occlusion-aware generative models of images,arxiv:1511.06362,"We present a generative model of images based on layering, in which image layers are individually generated, then composited from front to back. We are thus able to factor the appearance of an image into the appearance of individual objects within the image --- and additionally for each individual object, we can factor content from pose. Unlike prior work on layered models, we learn a shape prior for each object/layer, allowing the model to tease out which object is in front by looking for a consistent shape, without needing access to motion cues or any labeled data. We show that ordinary stochastic gradient variational bayes (SGVB), which optimizes our fully differentiable lower-bound on the log-likelihood, is sufficient to learn an interpretable representation of images. Finally we present experiments demonstrating the effectiveness of the model for inferring foreground and background objects in images.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2015,arxiv:1511.06362,,,,,,,,,0.022509578544061302,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Binding via Reconstruction Clustering,arxiv:1511.06418,"Disentangled distributed representations of data are desirable for machine learning, since they are more expressive and can generalize from fewer examples. However, for complex data, the distributed representations of multiple objects present in the same input can interfere and lead to ambiguities, which is commonly referred to as the binding problem. We argue for the importance of the binding problem to the field of representation learning, and develop a probabilistic framework that explicitly models inputs as a composition of multiple objects. We propose an unsupervised algorithm that uses denoising autoencoders to dynamically bind features together in multi-object inputs through an Expectation-Maximization-like clustering process. The effectiveness of this method is demonstrated on artificially generated datasets of binary images, showing that it can even generalize to bind together new objects never seen by the autoencoder during training.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2015,arxiv:1511.06418,,,,,,,,,0.02182871143779931,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Dueling Network Architectures for Deep Reinforcement Learning,arxiv:1511.06581,"In recent years there have been many successes of using deep representations in reinforcement learning. Still, many of these applications use conventional architectures, such as convolutional networks, LSTMs, or auto-encoders. In this paper, we present a new neural network architecture for model-free reinforcement learning. Our dueling network represents two separate estimators: one for the state value function and one for the state-dependent action advantage function. The main benefit of this factoring is to generalize learning across actions without imposing any change to the underlying reinforcement learning algorithm. Our results show that this architecture leads to better policy evaluation in the presence of many similar-valued actions. Moreover, the dueling architecture enables our RL agent to outperform the state-of-the-art on the Atari 2600 domain.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.",The mechanism connects temporal structure to data selection or learning efficiency in the Program A loop.,true,,2015,arxiv:1511.06581,,,,,,,,,0.019029581529581528,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
"Adaptive Skills, Adaptive Partitions (ASAP)",arxiv:1602.03351,"We introduce the Adaptive Skills, Adaptive Partitions (ASAP) framework that (1) learns skills (i.e., temporally extended actions or options) as well as (2) where to apply them. We believe that both (1) and (2) are necessary for a truly general skill learning framework, which is a key building block needed to scale up to lifelong learning agents. The ASAP framework can also solve related new tasks simply by adapting where it applies its existing learned skills. We prove that ASAP converges to a local optimum under natural conditions. Finally, our experimental results, which include a RoboCup domain, demonstrate the ability of ASAP to learn where to reuse skills as well as solve multiple tasks with considerably less experience than solving each task from scratch.",high,A2,expansion_round_1,Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,"The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2016,arxiv:1602.03351,,,,,,,,,0.023284147827264113,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
Understanding Visual Concepts with Continuation Learning,arxiv:1602.06822,"We introduce a neural network architecture and a learning algorithm to produce factorized symbolic representations. We propose to learn these concepts by observing consecutive frames, letting all the components of the hidden representation except a small discrete set (gating units) be predicted from the previous frame, and let the factors of variation in the next frame be represented entirely by these discrete gated units (corresponding to symbolic representations). We demonstrate the efficacy of our approach on datasets of faces undergoing 3D transformations and Atari 2600 games.",high,A2,expansion_round_1,"Encodes or selects compact trajectory segments or latent plans so sequential experience can be retrieved, recombined, or reused.","The mechanism can turn long robot experience into reusable training units, skill memories, or better-conditioned policy targets.",true,,2016,arxiv:1602.06822,,,,,,,,,0.020449699554177168,A2,,,,,,triaged,expansion_round_1,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl,complete,1
