paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
End-to-End Training of Deep Visuomotor Policies,arxiv:1504.00702,"Policy search methods can allow robots to learn control policies for a wide range of tasks, but practical applications of policy search often require hand-engineered components for perception, state estimation, and low-level control. In this paper, we aim to answer the following question: does training the perception and control systems jointly end-to-end provide better performance than training each component separately? To this end, we develop a method that can be used to learn policies that map raw image observations directly to torques at the robot's motors. The policies are represented by deep convolutional neural networks (CNNs) with 92,000 parameters, and are trained using a partially observed guided policy search method, which transforms policy search into supervised learning, with supervision provided by a simple trajectory-centric reinforcement learning method. We evaluate our method on a range of real-world manipulation tasks that require close coordination between vision and control, such as screwing a cap onto a bottle, and present simulated comparisons to a range of prior policy search methods.",high,A5,expansion_round_1,"Policy search methods can allow robots to learn control policies for a wide range of tasks, but practical applications of policy search often require hand-engineered components for perception, state estimation, and low-level control.",The expansion tests whether this adaptive mixture mechanism adds a reusable way to control which robot experience influences policy training.,true,,,arxiv:1504.00702,arxiv:1504.00702,7833288986849694550,,,references,,,,0.02262720156555773,A5,,,,,,triaged,expansion_round_1,A5/expansion/inspection-manifest.json | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A5/expansion/read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A5/expansion/round1-triage.jsonl,complete,1
Guided Cost Learning: Deep Inverse Optimal Control via Policy Optimization,arxiv:1603.00448,"Reinforcement learning can acquire complex behaviors from high-level specifications. However, defining a cost function that can be optimized effectively and encodes the correct task is challenging in practice. We explore how inverse optimal control (IOC) can be used to learn behaviors from demonstrations, with applications to torque control of high-dimensional robotic systems. Our method addresses two key challenges in inverse optimal control: first, the need for informative features and effective regularization to impose structure on the cost, and second, the difficulty of learning the cost function under unknown dynamics for high-dimensional continuous systems. To address the former challenge, we present an algorithm capable of learning arbitrary nonlinear cost functions, such as neural networks, without meticulous feature engineering. To address the latter challenge, we formulate an efficient sample-based approximation for MaxEnt IOC. We evaluate our method on a series of simulated tasks and real-world robotic manipulation problems, demonstrating substantial improvement over prior methods both in terms of task complexity and sample efficiency.",high,A5,expansion_round_2,"However, defining a cost function that can be optimized effectively and encodes the correct task is challenging in practice.",This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,true,,,arxiv:1603.00448,arxiv:1603.00448,421267835322042537,,,related-papers,,,,0.016400817995910023,A5,,,,,,triaged,expansion_round_2,A5/expansion/raw/round2-similar.json | A6/expansion/canonical-pool.jsonl,A5/expansion/round2-triage.jsonl,complete,1
Leveraging Demonstrations for Deep Reinforcement Learning on Robotics Problems with Sparse Rewards,arxiv:1707.08817,"We propose a general and model-free approach for Reinforcement Learning (RL) on real robotics with sparse rewards. We build upon the Deep Deterministic Policy Gradient (DDPG) algorithm to use demonstrations. Both demonstrations and actual interactions are used to fill a replay buffer and the sampling ratio between demonstrations and transitions is automatically tuned via a prioritized replay mechanism. Typically, carefully engineered shaping rewards are required to enable the agents to efficiently explore on high dimensional control problems such as robotics. They are also required for model-based acceleration methods relying on local solvers such as iLQG (e.g. Guided Policy Search and Normalized Advantage Function). The demonstrations replace the need for carefully engineered rewards, and reduce the exploration problem encountered by classical RL approaches in these domains. Demonstrations are collected by a robot kinesthetically force-controlled by a human demonstrator. Results on four simulated insertion tasks show that DDPG from demonstrations out-performs DDPG, and does not require engineered rewards. Finally, we demonstrate the method on a real robotics task consisting of inserting a clip (flexible object) into a rigid object.",high,A5,primary_assignment,Both demonstrations and actual interactions are used to fill a replay buffer and the sampling ratio between demonstrations and transitions is automatically tuned via a prioritized replay mechanism.,"It informs which stored transitions or demonstrations should be replayed more often when sparse reward, rarity, or learning progress matters.",true,"Mel Vecerik, Todd Hester, Jonathan Scholz, Fumin Wang, Olivier Pietquin, Bilal Piot, Nicolas Heess, Thomas Rothörl, Thomas Lampe, Martin Riedmiller",2017,arxiv:1707.08817 | paper:845218178271155190,arxiv:1707.08817,paper:845218178271155190,cs.AI,3 | 4 | 7 | 8 | 12 | 13 | 24 | 50 | 57 | 58 | 63,search-papers,general | foundational | recent,35,46,0.9699680116107118,A5,true,pending,body-passages-returned,abstract-only-unverified-before-inspection,pending,triaged,primary_assignment,A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json | A5/inspection-manifest.json | A5/paper-registry.json | A5/raw/q04-direct-replay.json | A5/read-manifest.json | A6/raw-retrieval/q25-found-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A7/raw/q14-space-coverage.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A5/assigned-abstracts.jsonl,complete,1
Deep Imitation Learning for Complex Manipulation Tasks from Virtual Reality Teleoperation,arxiv:1710.04615,"Imitation learning is a powerful paradigm for robot skill acquisition. However, obtaining demonstrations suitable for learning a policy that maps from raw pixels to actions can be challenging. In this paper we describe how consumer-grade Virtual Reality headsets and hand tracking hardware can be used to naturally teleoperate robots to perform complex tasks. We also describe how imitation learning can learn deep neural network policies (mapping from pixels to actions) that can acquire the demonstrated skills. Our experiments showcase the effectiveness of our approach for learning visuomotor skills.",high,A5,expansion_round_3,In this paper we describe how consumer-grade Virtual Reality headsets and hand tracking hardware can be used to naturally teleoperate robots to perform complex tasks.,This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,true,,,arxiv:1710.04615,arxiv:1710.04615,3777093722433540574,,,related-paper-expansion,,,,0.026666666666666665,A5,,,,,,triaged,expansion_round_3,A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A5/expansion/raw/round3-references.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A5/expansion/round3-triage.jsonl,complete,1
Reinforcement and Imitation Learning for Diverse Visuomotor Skills,arxiv:1802.09564,"We propose a model-free deep reinforcement learning method that leverages a small amount of demonstration data to assist a reinforcement learning agent. We apply this approach to robotic manipulation tasks and train end-to-end visuomotor policies that map directly from RGB camera inputs to joint velocities. We demonstrate that our approach can solve a wide variety of visuomotor tasks, for which engineering a scripted controller would be laborious. In experiments, our reinforcement and imitation agent achieves significantly better performances than agents trained with reinforcement learning or imitation learning alone. We also illustrate that these policies, trained with large visual and dynamics variations, can achieve preliminary successes in zero-shot sim2real transfer. A brief visual description of this work can be viewed in https://youtu.be/EDl8SQUNjj0",high,A5,expansion_round_1,We apply this approach to robotic manipulation tasks and train end-to-end visuomotor policies that map directly from RGB camera inputs to joint velocities.,The expansion tests whether this adaptive mixture mechanism adds a reusable way to control which robot experience influences policy training.,true,,2018,arxiv:1802.09564,arxiv:1802.09564,1670167829657617136,,2024 2025 robot manipulation trajectory segmentation skill discovery,search-papers,true,,,0.01923765211166786,A5,,,,,,triaged,expansion_round_1,A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q39-2024-2025-segmentation.json | A4/expansion/round3/registry.jsonl | A5/expansion/inspection-manifest.json | A5/expansion/raw/round1-references.json | A5/expansion/read-manifest.json,A5/expansion/round1-triage.jsonl,complete,1
ARCHER: Aggressive Rewards to Counter bias in Hindsight Experience Replay,arxiv:1809.02070,"Experience replay is an important technique for addressing sample-inefficiency in deep reinforcement learning (RL), but faces difficulty in learning from binary and sparse rewards due to disproportionately few successful experiences in the replay buffer. Hindsight experience replay (HER) was recently proposed to tackle this difficulty by manipulating unsuccessful transitions, but in doing so, HER introduces a significant bias in the replay buffer experiences and therefore achieves a suboptimal improvement in sample-efficiency. In this paper, we present an analysis on the source of bias in HER, and propose a simple and effective method to counter the bias, to most effectively harness the sample-efficiency provided by HER. Our method, motivated by counter-factual reasoning and called ARCHER, extends HER with a trade-off to make rewards calculated for hindsight experiences numerically greater than real rewards. We validate our algorithm on two continuous control environments from DeepMind Control Suite - Reacher and Finger, which simulate manipulation tasks with a robotic arm - in combination with various reward functions, task complexities and goal sampling strategies. Our experiments consistently demonstrate that countering bias using more aggressive hindsight rewards increases sample efficiency, thus establishing the greater benefit of ARCHER in RL applications with limited computing budget.",high,A5,primary_assignment,"Experience replay is an important technique for addressing sample-inefficiency in deep reinforcement learning (RL), but faces difficulty in learning from binary and sparse rewards due to disproportionately few successful experiences in the replay buffer.","It informs which stored transitions or demonstrations should be replayed more often when sparse reward, rarity, or learning progress matters.",true,"Sameera Lanka, Tianfu Wu",,arxiv:1809.02070 | paper:3437603537675074488,arxiv:1809.02070,paper:3437603537675074488,cs.LG | cs.AI | stat.ML,40 | 49 | 50 | 57,search-papers,foundational | general,44,35,0.9446689335413089,A5,,pending,body-passages-returned,abstract-only-unverified-before-inspection,pending,triaged,primary_assignment,A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/read-manifest.json | A6/raw-retrieval/q28-found-her.json | A6/work/canonical-pool.jsonl,A5/assigned-abstracts.jsonl,complete,1
Multiple Interactions Made Easy (MIME): Large Scale Demonstrations Data for Imitation,arxiv:1810.07121,"In recent years, we have seen an emergence of data-driven approaches in robotics. However, most existing efforts and datasets are either in simulation or focus on a single task in isolation such as grasping, pushing or poking. In order to make progress and capture the space of manipulation, we would need to collect a large-scale dataset of diverse tasks such as pouring, opening bottles, stacking objects etc. But how does one collect such a dataset? In this paper, we present the largest available robotic-demonstration dataset (MIME) that contains 8260 human-robot demonstrations over 20 different robotic tasks (https://sites.google.com/view/mimedataset). These tasks range from the simple task of pushing objects to the difficult task of stacking household objects. Our dataset consists of videos of human demonstrations and kinesthetic trajectories of robot demonstrations. We also propose to use this dataset for the task of mapping 3rd person video features to robot trajectories. Furthermore, we present two different approaches using this dataset and evaluate the predicted robot trajectories against ground-truth trajectories. We hope our dataset inspires research in multiple areas including visual imitation, trajectory prediction, and multi-task robotic learning.",high,A5,expansion_round_2,"However, most existing efforts and datasets are either in simulation or focus on a single task in isolation such as grasping, pushing or poking.",This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,true,,2018,arxiv:1810.07121,arxiv:1810.07121,8524918021817193318,,,references,foundational,,,0.023281596452328163,A5,,false,false,,false,triaged,expansion_round_2,A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json | A7/raw/q01-direct-terms.json | A7/raw/q25-foundational-multitask.json | A7/raw/q37-trajectory-composition.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A5/expansion/round2-triage.jsonl,complete,1
RoboTurk: A Crowdsourcing Platform for Robotic Skill Learning through Imitation,arxiv:1811.02790,"Imitation Learning has empowered recent advances in learning robotic manipulation tasks by addressing shortcomings of Reinforcement Learning such as exploration and reward specification. However, research in this area has been limited to modest-sized datasets due to the difficulty of collecting large quantities of task demonstrations through existing mechanisms. This work introduces RoboTurk to address this challenge. RoboTurk is a crowdsourcing platform for high quality 6-DoF trajectory based teleoperation through the use of widely available mobile devices (e.g. iPhone). We evaluate RoboTurk on three manipulation tasks of varying timescales (15-120s) and observe that our user interface is statistically similar to special purpose hardware such as virtual reality controllers in terms of task completion times. Furthermore, we observe that poor network conditions, such as low bandwidth and high delay links, do not substantially affect the remote users' ability to perform task demonstrations successfully on RoboTurk. Lastly, we demonstrate the efficacy of RoboTurk through the collection of a pilot dataset; using RoboTurk, we collected 137.5 hours of manipulation data from remote workers, amounting to over 2200 successful task demonstrations in 22 hours of total system usage. We show that the data obtained through RoboTurk enables policy learning on multi-step manipulation tasks with sparse rewards and that using larger quantities of demonstrations during policy learning provides benefits in terms of both learning consistency and final performance. For additional results, videos, and to download our pilot dataset, visit http://roboturk.stanford.edu/roboturk.stanford.edu",high,A5,expansion_round_2,Imitation Learning has empowered recent advances in learning robotic manipulation tasks by addressing shortcomings of Reinforcement Learning such as exploration and reward specification.,This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,true,,,arxiv:1811.02790,arxiv:1811.02790,1286625031619677930,,,references,,,,0.024193548387096774,A5,,,,,,triaged,expansion_round_2,A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round2-references.json | A7/work/expansion-read-manifest.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A5/expansion/round2-triage.jsonl,complete,1
RLBench: The Robot Learning Benchmark & Learning Environment,arxiv:1909.12271,"We present a challenging new benchmark and learning-environment for robot learning: RLBench. The benchmark features 100 completely unique, hand-designed tasks ranging in difficulty, from simple target reaching and door opening, to longer multi-stage tasks, such as opening an oven and placing a tray in it. We provide an array of both proprioceptive observations and visual observations, which include rgb, depth, and segmentation masks from an over-the-shoulder stereo camera and an eye-in-hand monocular camera. Uniquely, each task comes with an infinite supply of demos through the use of motion planners operating on a series of waypoints given during task creation time; enabling an exciting flurry of demonstration-based learning. RLBench has been designed with scalability in mind; new tasks, along with their motion-planned demos, can be easily created and then verified by a series of tools, allowing users to submit their own tasks to the RLBench task repository. This large-scale benchmark aims to accelerate progress in a number of vision-guided manipulation research areas, including: reinforcement learning, imitation learning, multi-task learning, geometric computer vision, and in particular, few-shot learning. With the benchmark's breadth of tasks and demonstrations, we propose the first large-scale few-shot challenge in robotics. We hope that the scale and diversity of RLBench offers unparalleled research opportunities in the robot learning community and beyond.",high,A5,expansion_round_2,"The benchmark features 100 completely unique, hand-designed tasks ranging in difficulty, from simple target reaching and door opening, to longer multi-stage tasks, such as opening an oven and placing a tray in it.",This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,true,,2019,arxiv:1909.12271,arxiv:1909.12271,6892148114340942289,,,related-references,foundational,,,0.01761642156862745,A1,,false,false,,false,triaged,expansion_round_2,A1/expansion-inspection-manifest.json | A1/expansion-registry.json | A1/paper-registry-complete.json | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-similar.json | A7/raw/q01-direct-terms.json | A7/raw/q25-foundational-multitask.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A5/expansion/round2-triage.jsonl,complete,1
Adaptive Curriculum Generation from Demonstrations for Sim-to-Real Visuomotor Control,arxiv:1910.07972,"We propose Adaptive Curriculum Generation from Demonstrations (ACGD) for reinforcement learning in the presence of sparse rewards. Rather than designing shaped reward functions, ACGD adaptively sets the appropriate task difficulty for the learner by controlling where to sample from the demonstration trajectories and which set of simulation parameters to use. We show that training vision-based control policies in simulation while gradually increasing the difficulty of the task via ACGD improves the policy transfer to the real world. The degree of domain randomization is also gradually increased through the task difficulty. We demonstrate zero-shot transfer for two real-world manipulation tasks: pick-and-stow and block stacking. A video showing the results can be found at https://lmb.informatik.uni-freiburg.de/projects/curriculum/",high,A5,primary_assignment,We propose Adaptive Curriculum Generation from Demonstrations (ACGD) for reinforcement learning in the presence of sparse rewards.,"It informs how a robot learner can order tasks, stages, or examples to improve learning efficiency and stability.",true,"Lukas Hermann, Max Argus, Andreas Eitel, Artemij Amiranashvili, Wolfram Burgard, Thomas Brox",,arxiv:1910.07972 | paper:6601378459579340965,,paper:6601378459579340965,cs.RO | cs.CV | cs.LG,2 | 7 | 59,search-papers,general,30,33,0.9508509592212774,A5,,pending,body-passages-returned,abstract-only-unverified-before-inspection,pending,triaged,primary_assignment,A5/assigned-papers.json | A5/canonical-pool.jsonl | A5/evidence-ledger.jsonl | A5/inspection-manifest.json | A5/paper-registry.json | A5/raw/q02-direct-curriculum.json | A5/raw/q07-syn-demo.json | A5/read-manifest.json,A5/assigned-abstracts.jsonl,complete,1
