paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,arxiv:1011.0686,"Sequential prediction problems such as imitation learning, where future observations depend on previous predictions (actions), violate the common i.i.d. assumptions made in statistical learning. This leads to poor performance in theory and often in practice. Some recent approaches provide stronger guarantees in this setting, but remain somewhat unsatisfactory as they train either non-stationary or stochastic policies and require a large number of iterations. In this paper, we propose a new iterative algorithm, which trains a stationary deterministic policy, that can be seen as a no regret algorithm in an online learning setting. We show that any such no regret algorithm, combined with additional reduction assumptions, must find a policy with good performance under the distribution of observations it induces in such sequential settings. We demonstrate that this new approach outperforms previous approaches on two challenging imitation learning problems and a benchmark sequence labeling problem.",high,A4,expansion_round_1,Connects trajectory or dataset composition to downstream policy or model behavior.,It directly informs curation of robot experience or a transferable policy-data loop.,true,"Stephane Ross, Geoffrey J. Gordon, J. Andrew Bagnell",2010,arxiv:1011.0686 | paper:3771774981108717184,arxiv:1011.0686,3771774981108717184,cs.LG | cs.AI | stat.ML,q34-found-original-dagger,related-paper-expansion,,,,0.017017058361901614,A1,true,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_1011.0686.json,true,complete,triaged,expansion_round_1,A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A2/expansion-pool.json | A2/expansion-pool.jsonl | A3/paper-registry.json | A3/round2-registry.json | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round1-similar.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-references.json | A5/expansion/raw/round3-similar.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q34-found-original-dagger.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-round2-novel.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
Doubly Robust Off-policy Value Evaluation for Reinforcement Learning,arxiv:1511.03722,"We study the problem of off-policy value evaluation in reinforcement learning (RL), where one aims to estimate the value of a new policy based on data collected by a different policy. This problem is often a critical step when applying RL in real-world problems. Despite its importance, existing general methods either have uncontrolled bias or suffer high variance. In this work, we extend the doubly robust estimator for bandits to sequential decision-making problems, which gets the best of both worlds: it is guaranteed to be unbiased and can have a much lower variance than the popular importance sampling estimators. We demonstrate the estimator's accuracy in several benchmark problems, and illustrate its use as a subroutine in safe policy improvement. We also provide theoretical results on the hardness of the problem, and show that our estimator can match the lower bound in certain scenarios.",high,A4,expansion_round_1,Uses data valuation or attribution to estimate example contribution to model or policy outcomes.,It directly informs curation of robot experience or a transferable policy-data loop.,true,,,arxiv:1511.03722 | paper:8598110748134631857,arxiv:1511.03722,8598110748134631857,,,related-paper-expansion,,,,0.021825396825396824,A4,,,,,,triaged,expansion_round_1,A4/expansion/expansion-registry.jsonl | A5/expansion/raw/round2-references.json | A5/expansion/raw/round3-references.json,A4/expansion/expansion-triage.jsonl,complete,1
Unsupervised Perceptual Rewards for Imitation Learning,arxiv:1612.06699,"Reward function design and exploration time are arguably the biggest obstacles to the deployment of reinforcement learning (RL) agents in the real world. In many real-world tasks, designing a reward function takes considerable hand engineering and often requires additional sensors to be installed just to measure whether the task has been executed successfully. Furthermore, many interesting tasks consist of multiple implicit intermediate steps that must be executed in sequence. Even when the final outcome can be measured, it does not necessarily provide feedback on these intermediate steps. To address these issues, we propose leveraging the abstraction power of intermediate visual representations learned by deep models to quickly infer perceptual reward functions from small numbers of demonstrations. We present a method that is able to identify key intermediate steps of a task from only a handful of demonstration sequences, and automatically identify the most discriminative features for identifying these steps. This method makes use of the features in a pre-trained deep model, but does not require any explicit specification of sub-goals. The resulting reward functions can then be used by an RL agent to learn to perform the task in real-world settings. To evaluate the learned reward, we present qualitative results on two real-world tasks and a quantitative evaluation against a human-designed reward function. We also show that our method can be used to learn a real-world door opening skill using a real robot, even when the demonstration used for reward learning is provided by a human using their own hand. To our knowledge, these are the first results showing that complex robotic manipulation skills can be learned directly and without supervised labels from a video of a human performing the task. Supplementary material and data are available at https://sermanet.github.io/rewards",high,A4,expansion_round_1,Uses data valuation or attribution to estimate example contribution to model or policy outcomes.,It directly informs curation of robot experience or a transferable policy-data loop.,true,,2016,arxiv:1612.06699 | paper:6419621599409575857,,,,,related-paper-expansion,,,,,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
Deep Imitation Learning for Complex Manipulation Tasks from Virtual Reality Teleoperation,arxiv:1710.04615,"Imitation learning is a powerful paradigm for robot skill acquisition. However, obtaining demonstrations suitable for learning a policy that maps from raw pixels to actions can be challenging. In this paper we describe how consumer-grade Virtual Reality headsets and hand tracking hardware can be used to naturally teleoperate robots to perform complex tasks. We also describe how imitation learning can learn deep neural network policies (mapping from pixels to actions) that can acquire the demonstrated skills. Our experiments showcase the effectiveness of our approach for learning visuomotor skills.",high,A4,expansion_round_1,Connects trajectory or dataset composition to downstream policy or model behavior.,It directly informs curation of robot experience or a transferable policy-data loop.,true,,,arxiv:1710.04615 | paper:3777093722433540574,arxiv:1710.04615,3777093722433540574,,,related-paper-expansion,,,,0.027443609022556388,A4,,,,,,triaged,expansion_round_1,A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A5/expansion/raw/round3-references.json | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
Playing hard exploration games by watching YouTube,arxiv:1805.11592,"Deep reinforcement learning methods traditionally struggle with tasks where environment rewards are particularly sparse. One successful method of guiding exploration in these domains is to imitate trajectories provided by a human demonstrator. However, these demonstrations are typically collected under artificial conditions, i.e. with access to the agent's exact environment setup and the demonstrator's action and reward trajectories. Here we propose a two-stage method that overcomes these limitations by relying on noisy, unaligned footage without access to such data. First, we learn to map unaligned videos from multiple sources to a common representation using self-supervised objectives constructed over both time and modality (i.e. vision and sound). Second, we embed a single YouTube video in this representation to construct a reward function that encourages an agent to imitate human gameplay. This method of one-shot imitation allows our agent to convincingly exceed human-level performance on the infamously hard exploration games Montezuma's Revenge, Pitfall! and Private Eye for the first time, even if the agent is not presented with any environment rewards.",high,A4,expansion_round_1,Connects trajectory or dataset composition to downstream policy or model behavior.,It directly informs curation of robot experience or a transferable policy-data loop.,true,,2018,arxiv:1805.11592 | paper:6516119583143534915,,,,,related-paper-expansion,,,,,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
Deep Learning with Experience Ranking Convolutional Neural Network for Robot Manipulator,arxiv:1809.05819,"Supervised learning, more specifically Convolutional Neural Networks (CNN), has surpassed human ability in some visual recognition tasks such as detection of traffic signs, faces and handwritten numbers. On the other hand, even state-of-the-art reinforcement learning (RL) methods have difficulties in environments with sparse and binary rewards. They requires manually shaping reward functions, which might be challenging to come up with. These tasks, however, are trivial to human. One of the reasons that human are better learners in these tasks is that we are embedded with much prior knowledge of the world. These knowledge might be either embedded in our genes or learned from imitation - a type of supervised learning. For that reason, the best way to narrow the gap between machine and human learning ability should be to mimic how we learn so well in various tasks by a combination of RL and supervised learning. Our method, which integrates Deep Deterministic Policy Gradients and Hindsight Experience Replay (RL method specifically dealing with sparse rewards) with an experience ranking CNN, provides a significant speedup over the learning curve on simulated robotics tasks. Experience ranking allows high-reward transitions to be replayed more frequently, and therefore help learn more efficiently. Our proposed approach can also speed up learning in any other tasks that provide additional information for experience ranking.",high,A4,primary_assignment,"Ranks or weights trajectories/transitions according to return, coverage, value, or policy-improvement utility in offline learning.",It offers a direct or transferable way to connect robot experience choices to learned policy behavior.,true,,,arxiv:1809.05819 | paper:4584661102056338486,arxiv:1809.05819,4584661102056338486,,q31-trajectory-rank,semantic-search,,,,25,A4,,,,,,triaged,primary_assignment,A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/raw/q31-trajectory-rank.json,A4/abstract-triage.jsonl,complete,1
Imitation Learning as f-Divergence Minimization,arxiv:1905.12888,"We address the problem of imitation learning with multi-modal demonstrations. Instead of attempting to learn all modes, we argue that in many tasks it is sufficient to imitate any one of them. We show that the state-of-the-art methods such as GAIL and behavior cloning, due to their choice of loss function, often incorrectly interpolate between such modes. Our key insight is to minimize the right divergence between the learner and the expert state-action distributions, namely the reverse KL divergence or I-projection. We propose a general imitation learning framework for estimating and minimizing any f-Divergence. By plugging in different divergences, we are able to recover existing algorithms such as Behavior Cloning (Kullback-Leibler), GAIL (Jensen Shannon) and Dagger (Total Variation). Empirical results show that our approximate I-projection technique is able to imitate multi-modal behaviors more reliably than GAIL and behavior cloning.",high,A4,expansion_round_1,Connects trajectory or dataset composition to downstream policy or model behavior.,It directly informs curation of robot experience or a transferable policy-data loop.,true,,2019,arxiv:1905.12888 | paper:1897825678398540559,,,,,related-paper-expansion,,,,0.020128824476650563,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl | A8/work/expansion-round2-novel.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
A Distributional Framework for Data Valuation,arxiv:2002.12334,"Shapley value is a classic notion from game theory, historically used to quantify the contributions of individuals within groups, and more recently applied to assign values to data points when training machine learning models. Despite its foundational role, a key limitation of the data Shapley framework is that it only provides valuations for points within a fixed data set. It does not account for statistical aspects of the data and does not give a way to reason about points outside the data set. To address these limitations, we propose a novel framework -- distributional Shapley -- where the value of a point is defined in the context of an underlying data distribution. We prove that distributional Shapley has several desirable statistical properties; for example, the values are stable under perturbations to the data points themselves and to the underlying data distribution. We leverage these properties to develop a new algorithm for estimating values from data, which comes with formal guarantees and runs two orders of magnitude faster than state-of-the-art algorithms for computing the (non-distributional) data Shapley values. We apply distributional Shapley to diverse data sets and demonstrate its utility in a data market setting.",high,A4,primary_assignment,"Assigns a value or contribution score to training data so useful, harmful, or complementary examples can be retained or reweighted.",It offers a direct or transferable way to connect robot experience choices to learned policy behavior.,true,,,arxiv:2002.12334 | paper:8484531100130183844,arxiv:2002.12334,8484531100130183844,,q02-synonyms | q07-shapley | q22-datashapley,semantic-search,,,,27,A4,,,,,,triaged,primary_assignment,A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/raw/q02-synonyms.json | A4/raw/q07-shapley.json | A4/raw/q22-datashapley.json,A4/abstract-triage.jsonl,complete,1
Learning to Generalize Across Long-Horizon Tasks from Human Demonstrations,arxiv:2003.06085,"Imitation learning is an effective and safe technique to train robot policies in the real world because it does not depend on an expensive random exploration process. However, due to the lack of exploration, learning policies that generalize beyond the demonstrated behaviors is still an open challenge. We present a novel imitation learning framework to enable robots to 1) learn complex real world manipulation tasks efficiently from a small number of human demonstrations, and 2) synthesize new behaviors not contained in the collected demonstrations. Our key insight is that multi-task domains often present a latent structure, where demonstrated trajectories for different tasks intersect at common regions of the state space. We present Generalization Through Imitation (GTI), a two-stage offline imitation learning algorithm that exploits this intersecting structure to train goal-directed policies that generalize to unseen start and goal state combinations. In the first stage of GTI, we train a stochastic policy that leverages trajectory intersections to have the capacity to compose behaviors from different demonstration trajectories together. In the second stage of GTI, we collect a small set of rollouts from the unconditioned stochastic policy of the first stage, and train a goal-directed agent to generalize to novel start and goal configurations. We validate GTI in both simulated domains and a challenging long-horizon robotic manipulation domain in the real world. Additional results and videos are available at https://sites.google.com/view/gti2020/ .",high,A4,primary_assignment,"Ranks or weights trajectories/transitions according to return, coverage, value, or policy-improvement utility in offline learning.",It offers a direct or transferable way to connect robot experience choices to learned policy behavior.,true,,2020,arxiv:2003.06085 | paper:2494693248037068389,arxiv:2003.06085,2494693248037068389,,q31-trajectory-rank,semantic-search,foundational,,,28,A4,,false,false,,false,triaged,primary_assignment,A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A4/assigned-papers.json | A4/assigned-registry-inspected.jsonl | A4/assigned-registry-preinspect.jsonl | A4/canonical-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q31-trajectory-rank.json | A7/raw/q15-long-tail-failure.json | A7/raw/q25-foundational-multitask.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A4/abstract-triage.jsonl,complete,1
Semantic Change Detection with Asymmetric Siamese Networks,arxiv:2010.05687,"Given two multi-temporal aerial images, semantic change detection aims to locate the land-cover variations and identify their change types with pixel-wise boundaries. This problem is vital in many earth vision related tasks, such as precise urban planning and natural resource management. Existing state-of-the-art algorithms mainly identify the changed pixels by applying homogeneous operations on each input image and comparing the extracted features. However, in changed regions, totally different land-cover distributions often require heterogeneous features extraction procedures w.r.t each input. In this paper, we present an asymmetric siamese network (ASN) to locate and identify semantic changes through feature pairs obtained from modules of widely different structures, which involve areas of various sizes and apply different quantities of parameters to factor in the discrepancy across different land-cover distributions. To better train and evaluate our model, we create a large-scale well-annotated SEmantic Change detectiON Dataset (SECOND), while an Adaptive Threshold Learning (ATL) module and a Separated Kappa (SeK) coefficient are proposed to alleviate the influences of label imbalance in model training and evaluation. The experimental results demonstrate that the proposed model can stably outperform the state-of-the-art algorithms with different encoder backbones.",high,A4,expansion_round_1,Uses data valuation or attribution to estimate example contribution to model or policy outcomes.,It provides adjacent evidence for data-efficient training intelligence.,true,,,arxiv:2010.05687 | paper:1899803639014470630,,,,,related-paper-expansion,,,,,A4,,,,,,triaged,expansion_round_1,A4/expansion/expansion-registry.jsonl,A4/expansion/expansion-triage.jsonl,complete,1
