paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
Supersizing Self-supervision: Learning to Grasp from 50K Tries and 700 Robot Hours,arxiv:1509.06825,"Current learning-based robot grasping approaches exploit human-labeled datasets for training the models. However, there are two problems with such a methodology: (a) since each object can be grasped in multiple ways, manually labeling grasp locations is not a trivial task; (b) human labeling is biased by semantics. While there have been attempts to train robots using trial-and-error experiments, the amount of data used in such experiments remains substantially low and hence makes the learner prone to over-fitting. In this paper, we take the leap of increasing the available training data to 40 times more than prior work, leading to a dataset size of 50K data points collected over 700 hours of robot grasping attempts. This allows us to train a Convolutional Neural Network (CNN) for the task of predicting grasp locations without severe overfitting. In our formulation, we recast the regression problem to an 18-way binary classification over image patches. We also present a multi-stage learning approach where a CNN trained in one stage is used to collect hard negatives in subsequent stages. Our experiments clearly show the benefit of using large-scale datasets (and multi-stage training) for the task of grasping. We also compare to several baselines and show state-of-the-art performance on generalization to unseen objects for grasping.",high,A6,expansion_round_1,"Provides a policy, data, or control mechanism with a plausible path to learning from robot experience.",Offers a reusable mechanism for converting sequential experience into better policy or data decisions.,true,,,arxiv:1509.06825,arxiv:1509.06825,4687128730814101581,,,related-papers,,,,0.6384746941717059,A6,,,,,,triaged,expansion_round_1,A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-references.json | A5/expansion/raw/round3-similar.json | A6/expansion/canonical-pool.jsonl | A7/work/expansion-registry.json | A7/work/expansion-registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A6/expansion/triage.jsonl,complete,1
Guided Cost Learning: Deep Inverse Optimal Control via Policy Optimization,arxiv:1603.00448,"Reinforcement learning can acquire complex behaviors from high-level specifications. However, defining a cost function that can be optimized effectively and encodes the correct task is challenging in practice. We explore how inverse optimal control (IOC) can be used to learn behaviors from demonstrations, with applications to torque control of high-dimensional robotic systems. Our method addresses two key challenges in inverse optimal control: first, the need for informative features and effective regularization to impose structure on the cost, and second, the difficulty of learning the cost function under unknown dynamics for high-dimensional continuous systems. To address the former challenge, we present an algorithm capable of learning arbitrary nonlinear cost functions, such as neural networks, without meticulous feature engineering. To address the latter challenge, we formulate an efficient sample-based approximation for MaxEnt IOC. We evaluate our method on a series of simulated tasks and real-world robotic manipulation problems, demonstrating substantial improvement over prior methods both in terms of task complexity and sample efficiency.",high,A6,expansion_round_1,"Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.",Offers a reusable mechanism for converting sequential experience into better policy or data decisions.,true,,,arxiv:1603.00448,arxiv:1603.00448,421267835322042537,,,related-papers,,,,0.6805390150855751,A6,,,,,,triaged,expansion_round_1,A5/expansion/raw/round2-similar.json | A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
Generative Adversarial Imitation Learning,arxiv:1606.03476,"Consider learning a policy from example expert behavior, without interaction with the expert or access to reinforcement signal. One approach is to recover the expert's cost function with inverse reinforcement learning, then extract a policy from that cost function with reinforcement learning. This approach is indirect and can be slow. We propose a new general framework for directly extracting a policy from data, as if it were obtained by reinforcement learning following inverse reinforcement learning. We show that a certain instantiation of our framework draws an analogy between imitation learning and generative adversarial networks, from which we derive a model-free imitation learning algorithm that obtains significant performance gains over existing model-free methods in imitating complex behaviors in large, high-dimensional environments.",high,A6,expansion_round_1,"Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",Makes failure states informative for robust execution and for deciding what corrective data to collect next.,true,,2016,arxiv:1606.03476,arxiv:1606.03476,6201107101762214020,,,related-papers,,,,0.6591199768992883,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A5/expansion/raw/round3-references.json | A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
A Sensorimotor Reinforcement Learning Framework for Physical Human-Robot Interaction,arxiv:1607.07939,"Modeling of physical human-robot collaborations is generally a challenging problem due to the unpredictive nature of human behavior. To address this issue, we present a data-efficient reinforcement learning framework which enables a robot to learn how to collaborate with a human partner. The robot learns the task from its own sensorimotor experiences in an unsupervised manner. The uncertainty of the human actions is modeled using Gaussian processes (GP) to implement action-value functions. Optimal action selection given the uncertain GP model is ensured by Bayesian optimization. We apply the framework to a scenario in which a human and a PR2 robot jointly control the ball position on a plank based on vision and force/torque data. Our experimental results show the suitability of the proposed method in terms of fast and data-efficient model learning, optimal action selection under uncertainties and equal role sharing between the partners.",high,A6,expansion_round_1,"Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.",Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,true,,,arxiv:1607.07939,arxiv:1607.07939,9117946252006062649,,,related-papers,,,,0.44977928823309815,A6,,,,,,triaged,expansion_round_1,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
Comparing Human-Centric and Robot-Centric Sampling for Robot Deep Learning from Demonstrations,arxiv:1610.00850,"Motivated by recent advances in Deep Learning for robot control, this paper considers two learning algorithms in terms of how they acquire demonstrations. ""Human-Centric"" (HC) sampling is the standard supervised learning algorithm, where a human supervisor demonstrates the task by teleoperating the robot to provide trajectories consisting of state-control pairs. ""Robot-Centric"" (RC) sampling is an increasingly popular alternative used in algorithms such as DAgger, where a human supervisor observes the robot executing a learned policy and provides corrective control labels for each state visited. RC sampling can be challenging for human supervisors and prone to mislabeling. RC sampling can also induce error in policy performance because it repeatedly visits areas of the state space that are harder to learn. Although policies learned with RC sampling can be superior to HC sampling for standard learning models such as linear SVMs, policies learned with HC sampling may be comparable with highly-expressive learning models such as deep learning and hyper-parametric decision trees, which have little model error. We compare HC and RC using a grid world and a physical robot singulation task, where in the latter the input is a binary image of a connected set of objects on a planar worksurface and the policy generates a motion of the gripper to separate one object from the rest. We observe in simulation that for linear SVMs, policies learned with RC outperformed those learned with HC but that with deep models this advantage disappears. We also find that with RC, the corrective control labels provided by humans can be highly inconsistent. We prove there exists a class of examples where in the limit, HC is guaranteed to converge to an optimal policy while RC may fail to converge.",high,A6,expansion_round_1,"Estimates demonstration quality or latent expertise to filter, weight, or optimize learning from mixed-quality experience.",Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,true,,2016,arxiv:1610.00850,arxiv:1610.00850,3463877691795519144,,q29-found-corrections,related-papers,general,,,0.4584941716220685,A6,,not-inspected,false,unverified-abstract-only,not-inspected,triaged,expansion_round_1,A5/canonical-pool.jsonl | A5/paper-registry.json | A5/raw/q03-direct-hard.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q29-found-corrections.json | A6/work/canonical-pool.jsonl | A7/raw/q14-space-coverage.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A6/expansion/triage.jsonl,complete,1
Interactive Learning from Policy-Dependent Human Feedback,arxiv:1701.06049,"This paper investigates the problem of interactively learning behaviors communicated by a human teacher using positive and negative feedback. Much previous work on this problem has made the assumption that people provide feedback for decisions that is dependent on the behavior they are teaching and is independent from the learner's current policy. We present empirical results that show this assumption to be false -- whether human trainers give a positive or negative feedback for a decision is influenced by the learner's current policy. Based on this insight, we introduce Convergent Actor-Critic by Humans (COACH), an algorithm for learning from policy-dependent feedback that converges to a local optimum. Finally, we demonstrate that COACH can successfully learn multiple behaviors on a physical robot.",high,A6,expansion_round_1,"Provides a policy, data, or control mechanism with a plausible path to learning from robot experience.",Offers a reusable mechanism for converting sequential experience into better policy or data decisions.,true,,,arxiv:1701.06049,arxiv:1701.06049,7745149147614536801,,,related-papers,,,,0.7971781221896933,A6,,,,,,triaged,expansion_round_1,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
Game-Theoretic Modeling of Human Adaptation in Human-Robot Collaboration,arxiv:1701.07790,"In human-robot teams, humans often start with an inaccurate model of the robot capabilities. As they interact with the robot, they infer the robot's capabilities and partially adapt to the robot, i.e., they might change their actions based on the observed outcomes and the robot's actions, without replicating the robot's policy. We present a game-theoretic model of human partial adaptation to the robot, where the human responds to the robot's actions by maximizing a reward function that changes stochastically over time, capturing the evolution of their expectations of the robot's capabilities. The robot can then use this model to decide optimally between taking actions that reveal its capabilities to the human and taking the best action given the information that the human currently has. We prove that under certain observability assumptions, the optimal policy can be computed efficiently. We demonstrate through a human subject experiment that the proposed model significantly improves human-robot team performance, compared to policies that assume complete adaptation of the human to the robot.",high,A6,expansion_round_1,"Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.",Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,true,,,arxiv:1701.07790,arxiv:1701.07790,5463029240131357275,,,related-papers,,,,0.4930180318612855,A6,,,,,,triaged,expansion_round_1,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
Deep Predictive Policy Training using Reinforcement Learning,arxiv:1703.00727,"Skilled robot task learning is best implemented by predictive action policies due to the inherent latency of sensorimotor processes. However, training such predictive policies is challenging as it involves finding a trajectory of motor activations for the full duration of the action. We propose a data-efficient deep predictive policy training (DPPT) framework with a deep neural network policy architecture which maps an image observation to a sequence of motor activations. The architecture consists of three sub-networks referred to as the perception, policy and behavior super-layers. The perception and behavior super-layers force an abstraction of visual and motor data trained with synthetic and simulated training samples, respectively. The policy super-layer is a small sub-network with fewer parameters that maps data in-between the abstracted manifolds. It is trained for each task using methods for policy search reinforcement learning. We demonstrate the suitability of the proposed architecture and learning framework by training predictive policies for skilled object grasping and ball throwing on a PR2 robot. The effectiveness of the method is illustrated by the fact that these tasks are trained using only about 180 real robot attempts with qualitative terminal rewards.",high,A6,expansion_round_1,"Uses value or reward inference, offline reinforcement learning, or advantage signals to extract task-relevant behavior from heterogeneous trajectories.",Connects trajectory outcomes to policy improvement rather than copying actions independently of consequences.,true,,2017,arxiv:1703.00727,arxiv:1703.00727,6564899099774780468,,q12-action-labels,related-papers,foundational,,,0.4259394936567324,A3,,false,false,,false,triaged,expansion_round_1,A3/paper-registry.json | A3/raw/q12-action-labels.txt | A6/expansion/canonical-pool.jsonl | A7/raw/q37-trajectory-composition.json | A7/work/paper-registry.json | A7/work/paper-registry.jsonl | A7/work/verified-paper-registry.json | A7/work/verified-paper-registry.jsonl,A6/expansion/triage.jsonl,complete,1
DART: Noise Injection for Robust Imitation Learning,arxiv:1703.09327,"One approach to Imitation Learning is Behavior Cloning, in which a robot observes a supervisor and infers a control policy. A known problem with this ""off-policy"" approach is that the robot's errors compound when drifting away from the supervisor's demonstrations. On-policy, techniques alleviate this by iteratively collecting corrective actions for the current robot policy. However, these techniques can be tedious for human supervisors, add significant computation burden, and may visit dangerous states during training. We propose an off-policy approach that injects noise into the supervisor's policy while demonstrating. This forces the supervisor to demonstrate how to recover from errors. We propose a new algorithm, DART (Disturbances for Augmenting Robot Trajectories), that collects demonstrations with injected noise, and optimizes the noise level to approximate the error of the robot's trained policy during data collection. We compare DART with DAgger and Behavior Cloning in two domains: in simulation with an algorithmic supervisor on the MuJoCo tasks (Walker, Humanoid, Hopper, Half-Cheetah) and in physical experiments with human supervisors training a Toyota HSR robot to perform grasping in clutter. For high dimensional tasks like Humanoid, DART can be up to 3x faster in computation time and only decreases the supervisor's cumulative reward by 5% during training, whereas DAgger executes policies that have 80% less cumulative reward than the supervisor. On the grasping in clutter task, DART obtains on average a 62% performance increase over Behavior Cloning.",high,A6,primary_assignment,"Uses failure, recovery, retry, correction, or intervention data to return execution to a viable state or learn corrective behavior.",Shows how imperfect experience can teach robust retry and recovery behavior instead of being discarded.,true,"Michael Laskey, Jonathan Lee, Roy Fox, Anca Dragan, Ken Goldberg",2017,arxiv:1703.09327,arxiv:1703.09327,6547671706728105945,cs.LG,q01-direct-failed-recovery | q02-direct-imperfect-demo | q03-direct-partial-success | q06-syn-noisy-demo | q08-syn-negative-demo | q25-found-failures,related-papers,true,29,54,0.9413098250079088,A6,true,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_1703.09327.json,true,complete,triaged,primary_assignment,A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q05-failure.json | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q17-failure-boundaries.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q04-mislabeled.txt | A3/raw/q12-action-labels.txt | A3/raw/q13-weak-supervision.txt | A3/raw/q20-foundational-robust.txt | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A4/raw/q11-help-harm.json | A5/canonical-pool.jsonl | A5/expansion/raw/round3-references.json | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q01-direct-failed-recovery.json | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q25-found-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A6/triage.jsonl,complete,1
Learning Visual Servoing with Deep Features and Fitted Q-Iteration,arxiv:1703.11000,"Visual servoing involves choosing actions that move a robot in response to observations from a camera, in order to reach a goal configuration in the world. Standard visual servoing approaches typically rely on manually designed features and analytical dynamics models, which limits their generalization capability and often requires extensive application-specific feature and model engineering. In this work, we study how learned visual features, learned predictive dynamics models, and reinforcement learning can be combined to learn visual servoing mechanisms. We focus on target following, with the goal of designing algorithms that can learn a visual servo using low amounts of data of the target in question, to enable quick adaptation to new targets. Our approach is based on servoing the camera in the space of learned visual features, rather than image pixels or manually-designed keypoints. We demonstrate that standard deep features, in our case taken from a model trained for object classification, can be used together with a bilinear predictive model to learn an effective visual servo that is robust to visual variation, changes in viewing angle and appearance, and occlusions. A key component of our approach is to use a sample-efficient fitted Q-iteration algorithm to learn which features are best suited for the task at hand. We show that we can learn an effective visual servo on a complex synthetic car following benchmark using just 20 training trajectory samples for reinforcement learning. We demonstrate substantial improvement over a conventional approach based on image pixels or hand-designed keypoints, and we show an improvement in sample-efficiency of more than two orders of magnitude over standard model-free deep reinforcement learning algorithms. Videos are available at http://rll.berkeley.edu/visualservoing .",high,A6,expansion_round_1,"Transforms, segments, augments, retrieves, or composes trajectories so useful subsequences and corrective context become training signal.",Offers a reusable mechanism for converting sequential experience into better policy or data decisions.,true,,,arxiv:1703.11000,arxiv:1703.11000,2140158844032186140,,,related-papers,,,,0.4228859222622163,A6,,,,,,triaged,expansion_round_1,A6/expansion/canonical-pool.jsonl,A6/expansion/triage.jsonl,complete,1
