paper_name,id,abstract,triage_label,lane,corpus_stage,mechanism,why_it_matters,follow_up,authors,year,source_ids,primary_id,paper_id,categories,queries,discovery_methods,designations,assignment_rank,assignment_score,search_score,primary_reader,metadata_verified,body_inspected,evidence_read,abstract_reviewed,inspection_status,triage_status,stages_seen,source_registry_paths,source_triage_paths,metadata_status,triage_count
A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning,arxiv:1011.0686,"Sequential prediction problems such as imitation learning, where future observations depend on previous predictions (actions), violate the common i.i.d. assumptions made in statistical learning. This leads to poor performance in theory and often in practice. Some recent approaches provide stronger guarantees in this setting, but remain somewhat unsatisfactory as they train either non-stationary or stochastic policies and require a large number of iterations. In this paper, we propose a new iterative algorithm, which trains a stationary deterministic policy, that can be seen as a no regret algo",high,A3,expansion_round_2,"The paper develops or evaluates A Reduction of Imitation Learning and Structured Prediction to No-Regret Online Learning, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.,true,"Stephane Ross, Geoffrey J. Gordon, J. Andrew Bagnell",2010,arxiv:1011.0686,arxiv:1011.0686,3771774981108717184,cs.LG | cs.AI | stat.ML,q34-found-original-dagger,firecrawl research related-papers,,,,0.028474711270410194,A3,true,true,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_1011.0686.json,true,complete,triaged,expansion_round_2,A1/expansion-registry.json | A1/expansion-round2-registry.json | A1/expansion-round3-registry.json | A1/paper-registry-complete.json | A2/expansion-pool.json | A2/expansion-pool.jsonl | A3/paper-registry.json | A3/round2-registry.json | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round3/registry.jsonl | A4/expansion/round4/registry.jsonl | A4/expansion/round5/registry.jsonl | A5/expansion/raw/round1-references.json | A5/expansion/raw/round1-similar.json | A5/expansion/raw/round2-references.json | A5/expansion/raw/round2-similar.json | A5/expansion/raw/round3-references.json | A5/expansion/raw/round3-similar.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q34-found-original-dagger.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-round2-novel.jsonl,A3/round2-triage.jsonl,complete,1
Generative Adversarial Imitation Learning,arxiv:1606.03476,"Consider learning a policy from example expert behavior, without interaction with the expert or access to reinforcement signal. One approach is to recover the expert's cost function with inverse reinforcement learning, then extract a policy from that cost function with reinforcement learning. This approach is indirect and can be slow. We propose a new general framework for directly extracting a policy from data, as if it were obtained by reinforcement learning following inverse reinforcement learning. We show that a certain instantiation of our framework draws an analogy between imitation lear",high,A3,expansion_round_1,"The paper develops or evaluates Generative Adversarial Imitation Learning, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience.",Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review.,true,,2016,arxiv:1606.03476,arxiv:1606.03476,6201107101762214020,,,firecrawl research related-papers,,,,0.021198668146503882,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A5/expansion/raw/round3-references.json | A6/expansion/canonical-pool.jsonl,A3/expansion-triage.jsonl,complete,1
Unsupervised Perceptual Rewards for Imitation Learning,arxiv:1612.06699,"Reward function design and exploration time are arguably the biggest obstacles to the deployment of reinforcement learning (RL) agents in the real world. In many real-world tasks, designing a reward function takes considerable hand engineering and often requires additional sensors to be installed just to measure whether the task has been executed successfully. Furthermore, many interesting tasks consist of multiple implicit intermediate steps that must be executed in sequence. Even when the final outcome can be measured, it does not necessarily provide feedback on these intermediate steps. To",high,A3,expansion_round_1,"The paper develops or evaluates Unsupervised Perceptual Rewards for Imitation Learning, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience.",Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review.,true,,2016,arxiv:1612.06699,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl,A3/expansion-triage.jsonl,complete,1
Understanding Black-box Predictions via Influence Functions,arxiv:1703.04730,"How can we explain the predictions of a black-box model? In this paper, we use influence functions -- a classic technique from robust statistics -- to trace a model's prediction through the learning algorithm and back to its training data, thereby identifying training points most responsible for a given prediction. To scale up influence functions to modern machine learning settings, we develop a simple, efficient implementation that requires only oracle access to gradients and Hessian-vector products. We show that even on non-convex and non-differentiable models where the theory breaks down, a",high,A3,expansion_round_2,"The paper develops or evaluates Understanding Black-box Predictions via Influence Functions, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.,true,,2017,arxiv:1703.04730,arxiv:1703.04730,862498787366014740,,q05-gradient-influence | q21-influence-foundation,firecrawl research related-papers,,,,0.029709507042253523,A3,,,,,,triaged,expansion_round_2,A3/paper-registry.json | A3/round2-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q05-gradient-influence.json | A4/raw/q21-influence-foundation.json,A3/round2-triage.jsonl,complete,1
DART: Noise Injection for Robust Imitation Learning,arxiv:1703.09327,"One approach to Imitation Learning is Behavior Cloning, in which a robot observes a supervisor and infers a control policy. A known problem with this ""off-policy"" approach is that the robot's errors compound when drifting away from the supervisor's demonstrations. On-policy, techniques alleviate this by iteratively collecting corrective actions for the current robot policy. However, these techniques can be tedious for human supervisors, add significant computation burden, and may visit dangerous states during training. We propose an off-policy approach that injects noise into the supervisor's",high,A3,primary_assignment,Noise is injected into expert demonstrations to train policies that remain robust when deployment states drift from the demonstrations.,It is a foundational way to turn expected execution error into corrective training coverage without repeatedly relabeling every rollout.,true,Michael Laskey | Jonathan Lee | Roy Fox | Anca Dragan | Ken Goldberg,2017,arxiv:1703.09327,arxiv:1703.09327,6547671706728105945,cs.LG,q01-direct | q04-mislabeled | q12-action-labels | q13-weak-supervision | q20-foundational-robust,firecrawl research search-papers,true,29,54,0.6435085368632992,A3,true,not-inspected,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_1703.09327.json,unverified-abstract-only,not-inspected,triaged,primary_assignment,A1/paper-registry-complete.json | A1/paper-registry.json | A1/raw/q05-failure.json | A2/canonical-pool.json | A2/canonical-pool.jsonl | A2/raw/q17-failure-boundaries.json | A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q01-direct.txt | A3/raw/q04-mislabeled.txt | A3/raw/q12-action-labels.txt | A3/raw/q13-weak-supervision.txt | A3/raw/q20-foundational-robust.txt | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round2/registry.jsonl | A4/expansion/round5/registry.jsonl | A4/raw/q11-help-harm.json | A5/canonical-pool.jsonl | A5/expansion/raw/round3-references.json | A5/paper-registry.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q01-direct-failed-recovery.json | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q03-direct-partial-success.json | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q08-syn-negative-demo.json | A6/raw-retrieval/q25-found-failures.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A3/abstract-triage.jsonl,complete,1
Shared Autonomy via Deep Reinforcement Learning,arxiv:1802.01744,"In shared autonomy, user input is combined with semi-autonomous control to achieve a common goal. The goal is often unknown ex-ante, so prior work enables agents to infer the goal from user input and assist with the task. Such methods tend to assume some combination of knowledge of the dynamics of the environment, the user's policy given their goal, and the set of possible goals the user might target, which limits their application to real-world scenarios. We propose a deep reinforcement learning framework for model-free shared autonomy that lifts these assumptions. We use human-in-the-loop re",high,A3,expansion_round_3,"The paper develops or evaluates Shared Autonomy via Deep Reinforcement Learning, offering a mechanism related to failure detection, correction, attribution, or robot-data use.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and merits follow-up.,true,,2018,arxiv:1802.01744,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_3,A3/paper-registry.json | A3/round3-registry.json,A3/round3-triage.jsonl,complete,1
Playing hard exploration games by watching YouTube,arxiv:1805.11592,"Deep reinforcement learning methods traditionally struggle with tasks where environment rewards are particularly sparse. One successful method of guiding exploration in these domains is to imitate trajectories provided by a human demonstrator. However, these demonstrations are typically collected under artificial conditions, i.e. with access to the agent's exact environment setup and the demonstrator's action and reward trajectories. Here we propose a two-stage method that overcomes these limitations by relying on noisy, unaligned footage without access to such data. First, we learn to map una",high,A3,expansion_round_1,"The paper develops or evaluates Playing hard exploration games by watching YouTube, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience.",Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review.,true,,2018,arxiv:1805.11592,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_1,A3/expansion-registry.json | A3/paper-registry.json | A4/expansion/expansion-registry.jsonl,A3/expansion-triage.jsonl,complete,1
Differentiable MPC for End-to-end Planning and Control,arxiv:1810.13400,"We present foundations for using Model Predictive Control (MPC) as a differentiable policy class for reinforcement learning in continuous state and action spaces. This provides one way of leveraging and combining the advantages of model-free and model-based approaches. Specifically, we differentiate through MPC by using the KKT conditions of the convex approximation at a fixed point of the controller. Using this strategy, we are able to learn the cost and dynamics of a controller via end-to-end learning. Our experiments focus on imitation learning in the pendulum and cartpole domains, where we",high,A3,expansion_round_3,"The paper develops or evaluates Differentiable MPC for End-to-end Planning and Control, offering a mechanism related to failure detection, correction, attribution, or robot-data use.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and merits follow-up.,true,,2018,arxiv:1810.13400,,,,,firecrawl research related-papers,,,,,A3,,,,,,triaged,expansion_round_3,A3/paper-registry.json | A3/round3-registry.json,A3/round3-triage.jsonl,complete,1
Imitation Learning from Imperfect Demonstration,arxiv:1901.09387,"Imitation learning (IL) aims to learn an optimal policy from demonstrations. However, such demonstrations are often imperfect since collecting optimal ones is costly. To effectively learn from imperfect demonstrations, we propose a novel approach that utilizes confidence scores, which describe the quality of demonstrations. More specifically, we propose two confidence-based IL methods, namely two-step importance weighting IL (2IWIL) and generative adversarial IL with imperfect demonstration and confidence (IC-GAIL). We show that confidence scores given only to a small portion of sub-optimal de",high,A3,primary_assignment,Confidence scores drive importance-weighted IL and adversarial IL so suboptimal demonstrations contribute less than reliable ones.,It is a foundational template for converting quality estimates into explicit training weights.,true,Yueh-Hua Wu | Nontawat Charoenphakdee | Han Bao | Voot Tangkaratt | Masashi Sugiyama,2019,arxiv:1901.09387,arxiv:1901.09387,paper:3630976594884938539,cs.LG | cs.AI | stat.ML,q02-synonyms | q05-quality-scoring | q19-foundational-il,firecrawl research search-papers,general,22,58,0.9406154330451088,A3,true,not-inspected,C:\Users\moham\Documents\Codex\2026-08-29\organize-x20\work\reflex-research\program-a\A6\evidence\arxiv_1901.09387.json,unverified-abstract-only,not-inspected,triaged,primary_assignment,A3/assigned-papers.json | A3/evidence-index.json | A3/expansion-registry.json | A3/paper-registry.json | A3/raw/q02-synonyms.txt | A3/raw/q05-quality-scoring.txt | A3/raw/q19-foundational-il.txt | A3/round2-registry.json | A5/canonical-pool.jsonl | A5/paper-registry.json | A5/raw/q01-direct.json | A6/expansion/canonical-pool.jsonl | A6/raw-retrieval/q02-direct-imperfect-demo.json | A6/raw-retrieval/q05-syn-suboptimal-demo.json | A6/raw-retrieval/q06-syn-noisy-demo.json | A6/raw-retrieval/q20-adj-human-activity.json | A6/registry-assignment.jsonl | A6/work/assigned-registry-inspected.jsonl | A6/work/assigned-registry-preinspect.jsonl | A6/work/canonical-pool.jsonl | A6/work/evidence-index.jsonl,A3/abstract-triage.jsonl,complete,1
Data Shapley: Equitable Valuation of Data for Machine Learning,arxiv:1904.02868,"As data becomes the fuel driving technological and economic growth, a fundamental challenge is how to quantify the value of data in algorithmic predictions and decisions. For example, in healthcare and consumer markets, it has been suggested that individuals should be compensated for the data that they generate, but it is not clear what is an equitable valuation for individual data. In this work, we develop a principled framework to address data valuation in the context of supervised machine learning. Given a learning algorithm trained on n data points to produce a predictor, we propose data S",high,A3,expansion_round_2,"The paper develops or evaluates Data Shapley: Equitable Valuation of Data for Machine Learning, offering a mechanism related to robot data quality, correction, attribution, or policy improvement.",The mechanism is plausibly transferable to the Program A experience-to-policy loop and warrants follow-up.,true,,2019,arxiv:1904.02868,arxiv:1904.02868,3975673247172170941,,q02-synonyms | q07-shapley | q22-datashapley,firecrawl research related-papers,,,,0.025448143405889884,A3,,,,,,triaged,expansion_round_2,A3/paper-registry.json | A3/round2-registry.json | A3/round3-registry.json | A4/canonical-registry.jsonl | A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl | A4/raw/q02-synonyms.json | A4/raw/q07-shapley.json | A4/raw/q22-datashapley.json,A3/round2-triage.jsonl,complete,1
