pass2_index,paper_id,assigned_agent,first_pass_classification,source_lane,paper_name,id,abstract,triage_label,lanes,lane_count,triage_labels_by_lane,mechanisms_by_lane,why_it_matters_by_lane,follow_up_by_lane,corpus_stages,authors,year,source_ids,primary_id,source_paper_id,categories,queries,discovery_methods,designations,primary_readers,metadata_verified_any,body_inspected_any,evidence_read_any,triage_disagreement,source_registry_paths,source_triage_paths
9,arxiv:1112.1217,10,HIGH,A8,Entropy Search for Information-Efficient Global Optimization,arxiv:1112.1217,"Contemporary global optimization algorithms are based on local measures of utility, rather than a probability measure over location and value of the optimum. They thus attempt to collect low function values, not to learn about the optimum. The reason for the absence of probabilistic global optimizers is that the corresponding inference problem is intractable in several ways. This paper develops desiderata for probabilistic optimization algorithms, then presents a concrete algorithm which addresses each of the computational intractabilities with a sequence of approximations and explicitly adresses the decision problem of maximizing information gain from each evaluation.",high,A8,1,A8=high,A8=Entropy search selects evaluations that maximally reduce posterior uncertainty about the optimizer’s location.,A8=It is a transferable Bayesian experiment-design rule for choosing the next informative fleet query.,A8=true,expansion_round_3,,,arxiv:1112.1217 | paperid:5495336183052117905,,,,,,,A8,false,false,false,false,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl
22,arxiv:1306.0940,10,HIGH,A8,(More) Efficient Reinforcement Learning via Posterior Sampling,arxiv:1306.0940,"Most provably-efficient learning algorithms introduce optimism about poorly-understood states and actions to encourage exploration. We study an alternative approach for efficient exploration, posterior sampling for reinforcement learning (PSRL). This algorithm proceeds in repeated episodes of known duration. At the start of each episode, PSRL updates a prior distribution over Markov decision processes and takes one sample from this posterior. PSRL then follows the policy that is optimal for this sample during the episode. The algorithm is conceptually simple, computationally efficient and allows an agent to encode prior knowledge in a natural way. We establish an O(τ S √AT) bound on the expected regret, where T is time, τ is the episode length and S and A are the cardinalities of the state and action spaces. This bound is one of the first for an algorithm not based on optimism, and close to the state of the art for any reinforcement learning algorithm. We show through simulation that PSRL significantly outperforms existing algorithms with similar regret bounds.",high,A8,1,A8=high,"A8=Posterior sampling draws a plausible model and follows its optimal policy, producing temporally coherent uncertainty-driven exploration.",A8=It is a foundational epistemic-uncertainty rule for selecting informative trajectories.,A8=true,expansion_round_3,,,arxiv:1306.0940 | paperid:1151609833634438556,,,,,,,A8,false,false,false,false,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl
35,arxiv:1408.2156,10,MEDIUM,A2,Statistical guarantees for the EM algorithm: From population to sample-based analysis,arxiv:1408.2156,"We develop a general framework for proving rigorous guarantees on the performance of the EM algorithm and a variant known as gradient EM. Our analysis is divided into two parts: a treatment of these algorithms at the population level (in the limit of infinite data), followed by results that apply to updates based on a finite set of samples. First, we characterize the domain of attraction of any global maximizer of the population likelihood. This characterization is based on a novel view of the EM updates as a perturbed form of likelihood ascent, or in parallel, of the gradient EM updates as a perturbed form of standard gradient ascent. Leveraging this characterization, we then provide non-asymptotic guarantees on the EM and gradient EM algorithms when applied to a finite set of samples. We develop consequences of our general theory for three canonical examples of incomplete-data problems: mixture of Gaussians, mixture of regressions, and linear regression with covariates missing completely at random. In each case, our theory guarantees that with a suitable initialization, a relatively small number of EM (or gradient EM) steps will yield (with high probability) an estimate that is within statistical error of the MLE. We provide simulations to confirm this theoretically predicted behavior.",medium,A2,1,A2=medium,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning.,A2=The adjacent sequence mechanism offers a transferable way to localize or compress useful intervals when robot labels are scarce.,A2=true,expansion_round_1,,2014,arxiv:1408.2156,,,,,,,A2,false,false,false,false,A2/expansion-pool.json | A2/expansion-pool.jsonl,A2/expansion-triage.jsonl
48,arxiv:1503.05671,10,MEDIUM,A4,Optimizing Neural Networks with Kronecker-factored Approximate Curvature,arxiv:1503.05671,"We propose an efficient method for approximating natural gradient descent in neural networks which we call Kronecker-Factored Approximate Curvature (K-FAC). K-FAC is based on an efficiently invertible approximation of a neural network's Fisher information matrix which is neither diagonal nor low-rank, and in some cases is completely non-sparse. It is derived by approximating various large blocks of the Fisher (corresponding to entire layers) as being the Kronecker product of two much smaller matrices. While only several times more expensive to compute than the plain stochastic gradient, the updates produced by K-FAC make much more progress optimizing the objective, which results in an algorithm that can be much faster than stochastic gradient descent with momentum in practice. And unlike some previously proposed approximate natural-gradient/Newton methods which use high-quality non-diagonal curvature matrices (such as Hessian-free optimization), K-FAC works very well in highly stochastic optimization regimes. This is because the cost of storing and inverting K-FAC's approximation to the curvature matrix does not depend on the amount of data used to estimate it, which is a feature typically associated only with diagonal or low-rank approximations to the curvature matrix.",medium,A4,1,A4=medium,A4=Connects trajectory or dataset composition to downstream policy or model behavior.,A4=It provides adjacent evidence for data-efficient training intelligence.,A4=false,expansion_round_1,,,arxiv:1503.05671 | paper:8401384971951179931,,,,,related-paper-expansion,,A4,false,false,false,false,A4/expansion/expansion-registry.jsonl | A4/expansion/round3/registry.jsonl,A4/expansion/expansion-triage.jsonl
61,arxiv:1509.08731,10,HIGH,A2 | A8,Variational Information Maximisation for Intrinsically Motivated Reinforcement Learning,arxiv:1509.08731,"The mutual information is a core statistical quantity that has applications in all areas of machine learning, whether this is in training of density models over multiple data modalities, in maximising the efficiency of noisy transmission channels, or when learning behaviour policies for exploration by artificial agents. Most learning algorithms that involve optimisation of the mutual information rely on the Blahut-Arimoto algorithm --- an enumerative algorithm with exponential complexity that is not suitable for modern machine learning applications. This paper provides a new approach for scalable optimisation of the mutual information by merging techniques from variational inference and deep learning. We develop our approach by focusing on the problem of intrinsically-motivated learning, where the mutual information forms the definition of a well-known internal drive known as empowerment. Using a variational lower bound on the mutual information, combined with convolutional networks for handling visual input streams, we develop a stochastic optimisation algorithm that allows for scalable information maximisation and empowerment-based reasoning directly from pixels to actions.",high,A2 | A8,2,A2=low | A8=high,A2=Discovers reusable temporal structure in sequential experience for downstream decision making or policy learning. | A8=A variational lower bound rewards actions that make future states informative about latent goals or causes.,A2=The mechanism connects temporal structure to data selection or learning efficiency in the Program A loop. | A8=It provides an information-gain formulation for discovering experience that expands controllable and explanatory representations.,A2=false | A8=true,expansion_round_1 | expansion_round_2,,2015,arxiv:1509.08731 | paperid:3491307798748980123,,,,,,,A2 | A8,false,false,false,true,A2/expansion-pool.json | A2/expansion-pool.jsonl | A8/work/expansion-round2-novel.jsonl,A2/expansion-triage.jsonl | A8/work/expansion-round2-triage.jsonl | A8/work/expansion-round3-triage.jsonl
74,arxiv:1601.05484,10,MEDIUM,A4,Analysis and Observations from the First Amazon Picking Challenge,arxiv:1601.05484,"This paper presents a overview of the inaugural Amazon Picking Challenge along with a summary of a survey conducted among the 26 participating teams. The challenge goal was to design an autonomous robot to pick items from a warehouse shelf. This task is currently performed by human workers, and there is hope that robots can someday help increase efficiency and throughput while lowering cost. We report on a 28-question survey posed to the teams to learn about each team's background, mechanism design, perception apparatus, planning and control approach. We identify trends in this data, correlate it with each team's success in the competition, and discuss observations and lessons learned based on survey results and the authors' personal experiences during the challenge.",medium,A4,1,A4=medium,"A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility.",A4=It is directly or plausibly transferable to selecting robot experience for policy learning.,A4=false,expansion_round_1,,,arxiv:1601.05484 | paper:4685850009726128542,,,,,,,A4,false,false,false,false,A4/expansion/round4/registry.jsonl,A4/expansion/all-new-expansion-triage.jsonl
87,arxiv:1603.06348,10,MEDIUM,A5,Learning Dexterous Manipulation for a Soft Robotic Hand from Human Demonstration,arxiv:1603.06348,"Dexterous multi-fingered hands can accomplish fine manipulation behaviors that are infeasible with simple robotic grippers. However, sophisticated multi-fingered hands are often expensive and fragile. Low-cost soft hands offer an appealing alternative to more conventional devices, but present considerable challenges in sensing and actuation, making them difficult to apply to more complex manipulation tasks. In this paper, we describe an approach to learning from demonstration that can be used to train soft robotic hands to perform dexterous manipulation tasks. Our method uses object-centric demonstrations, where a human demonstrates the desired motion of manipulated objects with their own hands, and the robot autonomously learns to imitate these demonstrations using reinforcement learning. We propose a novel algorithm that allows us to blend and select a subset of the most feasible demonstrations to learn to imitate on the hardware, which we use with an extension of the guided policy search framework to use multiple demonstrations to learn generalizable neural network policies. We demonstrate our approach on the RBO Hand 2, with learned motor skills for turning a valve, manipulating an abacus, and grasping.",medium,A5,1,A5=medium,"A5=Low-cost soft hands offer an appealing alternative to more conventional devices, but present considerable challenges in sensing and actuation, making them difficult to apply to more complex manipulation tasks.",A5=This adaptive mixture neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training.,A5=true,expansion_round_3,,,arxiv:1603.06348,arxiv:1603.06348,4685656830667155126,,,,,A5,false,false,false,false,A5/expansion/raw/round3-references.json,A5/expansion/round3-triage.jsonl
100,arxiv:1606.03476,10,HIGH,A3 | A5 | A6,Generative Adversarial Imitation Learning,arxiv:1606.03476,"Consider learning a policy from example expert behavior, without interaction with the expert or access to reinforcement signal. One approach is to recover the expert's cost function with inverse reinforcement learning, then extract a policy from that cost function with reinforcement learning. This approach is indirect and can be slow. We propose a new general framework for directly extracting a policy from data, as if it were obtained by reinforcement learning following inverse reinforcement learning. We show that a certain instantiation of our framework draws an analogy between imitation learning and generative adversarial networks, from which we derive a model-free imitation learning algorithm that obtains significant performance gains over existing model-free methods in imitating complex behaviors in large, high-dimensional environments.",high,A3 | A5 | A6,3,A3=high | A5=low | A6=high,"A3=The paper develops or evaluates Generative Adversarial Imitation Learning, with a mechanism for selecting, weighting, repairing, auditing, or robustifying experience. | A5=Consider learning a policy from example expert behavior, without interaction with the expert or access to reinforcement signal. | A6=Learns or supplies recovery, correction, retry, repair, or replanning behavior from failed or perturbed executions.",A3=Its related-paper mechanism is plausibly transferable to the Program A data-to-policy loop and merits targeted review. | A5=This adjacent transfer neighbor tests whether the expansion adds a reusable mechanism for controlling robot experience in policy training. | A6=Makes failure states informative for robust execution and for deciding what corrective data to collect next.,A3=true | A5=false | A6=true,expansion_round_1 | expansion_round_3,,2016,arxiv:1606.03476,arxiv:1606.03476,6201107101762214020,,,firecrawl research related-papers | related-papers,,A3,false,false,false,true,A3/expansion-registry.json | A3/paper-registry.json | A5/expansion/raw/round3-references.json | A6/expansion/canonical-pool.jsonl,A3/expansion-triage.jsonl | A5/expansion/round3-triage.jsonl | A6/expansion/triage.jsonl
113,arxiv:1610.00696,10,HIGH,A1 | A4 | A8,Deep Visual Foresight for Planning Robot Motion,arxiv:1610.00696,"A key challenge in scaling up robot learning to many skills and environments is removing the need for human supervision, so that robots can collect their own data and improve their own performance without being limited by the cost of requesting human feedback. Model-based reinforcement learning holds the promise of enabling an agent to learn to predict the effects of its actions, which could provide flexible predictive models for a wide range of tasks and environments, without detailed human supervision. We develop a method for combining deep action-conditioned video prediction models with model-predictive control that uses entirely unlabeled training data. Our approach does not require a calibrated camera, an instrumented training set-up, nor precise sensing and actuation. Our results show that our method enables a real robot to perform nonprehensile manipulation -- pushing objects -- and can handle novel objects not seen during training.",high,A1 | A4 | A8,3,A1=low | A4=medium | A8=high,"A1=The abstract does not expose a clear temporal mechanism connected to the lane. | A4=Connects trajectory or demonstration choice to downstream policy learning, behavior, or offline-RL utility. | A8=A predictive visual model learns future pixel distributions from interaction and plans actions by evaluating imagined outcomes.","A1=Its mechanism is a plausible transfer to multimodal robot experience, action-observation alignment, or temporally aware policy training. | A4=It is directly or plausibly transferable to selecting robot experience for policy learning. | A8=Model-prediction uncertainty and imagined outcome diversity can prioritize rollouts that are informative for visual dynamics.",A1=false | A4=false | A8=true,expansion_round_1 | expansion_round_2,,,arxiv:1610.00696 | paper:3960337976911820872 | paperid:3960337976911820872,arxiv:1610.00696,3960337976911820872,,,related-papers | related-papers-round2,,A1,false,false,false,true,A1/expansion-round2-registry.json | A1/paper-registry-complete.json | A4/expansion/round4/registry.jsonl | A8/work/expansion-novel.jsonl | A8/work/expansion-pool.jsonl,A1/expansion-round2-triage.jsonl | A4/expansion/all-new-expansion-triage.jsonl | A8/work/expansion-triage.jsonl
126,arxiv:1612.01474,10,HIGH,A8,Simple and Scalable Predictive Uncertainty Estimation using Deep Ensembles,arxiv:1612.01474,"Deep neural networks (NNs) are powerful black box predictors that have recently achieved impressive performance on a wide spectrum of tasks. Quantifying predictive uncertainty in NNs is a challenging and yet unsolved problem. Bayesian NNs, which learn a distribution over weights, are currently the state-of-the-art for estimating predictive uncertainty; however these require significant modifications to the training procedure and are computationally expensive compared to standard (non-Bayesian) NNs. We propose an alternative to Bayesian NNs that is simple to implement, readily parallelizable, requires very little hyperparameter tuning, and yields high quality predictive uncertainty estimates. Through a series of experiments on classification and regression benchmarks, we demonstrate that our method produces well-calibrated uncertainty estimates which are as good or better than approximate Bayesian NNs. To assess robustness to dataset shift, we evaluate the predictive uncertainty on test examples from known and unknown distributions, and show that our method is able to express higher uncertainty on out-of-distribution examples. We demonstrate the scalability of our method by evaluating predictive uncertainty estimates on ImageNet.",high,A8,1,A8=high,A8=Independent neural ensembles estimate predictive uncertainty from disagreement across learned models.,"A8=It is a foundational, scalable disagreement signal for prioritizing uncertain robot states.",A8=true,expansion_round_3,,,arxiv:1612.01474 | paperid:754389216002757553,,,,,,,A8,false,false,false,false,A8/work/expansion-round3-novel.jsonl,A8/work/expansion-round3-triage.jsonl
